symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2021-05-19,161989,43028,26.56
ADANIPORTS,EQ,2021-05-19,15666729,1724951,11.01
BEL,EQ,2021-05-19,27984638,9274198,33.14
BOSCHLTD,EQ,2021-05-19,63153,14486,22.94
CUMMINSIND,EQ,2021-05-19,1047739,250131,23.87
DIXON,EQ,2021-05-19,174422,109144,62.57
DLF,EQ,2021-05-19,6331207,1128494,17.82
DMART,EQ,2021-05-19,683428,304412,44.54
HAL,EQ,2021-05-19,218458,119720,54.80
HINDALCO,EQ,2021-05-19,16113667,3155534,19.58
INDHOTEL,EQ,2021-05-19,8286085,3491020,42.13
INDIGO,EQ,2021-05-19,527228,244332,46.34
LT,EQ,2021-05-19,3215258,1414600,44.00
MANAPPURAM,EQ,2021-05-19,2743775,702128,25.59
MARUTI,EQ,2021-05-19,432774,147826,34.16
PGEL,EQ,2021-05-19,155635,75029,48.21
SBIN,EQ,2021-05-19,48189573,13556510,28.13
SUZLON,EQ,2021-05-19,11412731,5430158,47.58
TRENT,EQ,2021-05-19,1855576,456146,24.58
