symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2012-07-23,735.25,761.45,-0.0350,0.0137,,0.3019
ADANIPORTS,2012-07-23,112.45,113.85,-0.0124,0.0146,,0.2770
BEL,2012-07-23,1300.90,1309.90,-0.0069,0.0113,,0.2121
BOSCHLTD,2012-07-23,8710.85,8851.80,-0.0161,0.0112,,0.2197
CUMMINSIND,2012-07-23,434.00,437.80,-0.0087,0.0158,,0.2961
DLF,2012-07-23,198.40,204.65,-0.0310,0.0182,,0.3668
HINDALCO,2012-07-23,116.40,122.20,-0.0486,0.0177,,0.3993
INDHOTEL,2012-07-23,59.15,60.45,-0.0217,0.0145,,0.2866
LT,2012-07-23,1378.10,1390.40,-0.0089,0.0167,,0.3114
MANAPPURAM,2012-07-23,31.95,31.60,0.0110,0.0362,,0.6725
MARUTI,2012-07-23,1079.95,1147.50,-0.0607,0.0293,,0.6133
PGEL,2012-07-23,149.00,154.45,-0.0359,0.0295,,0.5712
SBIN,2012-07-23,2093.15,2132.00,-0.0184,0.0151,,0.2923
SUZLON,2012-07-23,17.50,17.90,-0.0226,0.0207,,0.3974
TRENT,2012-07-23,1053.80,1074.30,-0.0193,0.0234,,0.4432
