symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2012-07-31,795.95,793.25,0.0034,0.0177,,0.3286
ADANIPORTS,2012-07-31,120.45,118.85,0.0134,0.0214,,0.4012
BEL,2012-07-31,1162.10,1146.20,0.0138,0.0219,,0.4108
BOSCHLTD,2012-07-31,8944.15,8943.15,0.0001,0.0118,,0.2178
CUMMINSIND,2012-07-31,427.40,427.55,-0.0004,0.0143,,0.2656
DLF,2012-07-31,209.05,201.70,0.0358,0.0213,,0.4280
HINDALCO,2012-07-31,120.10,118.50,0.0134,0.0200,,0.3764
INDHOTEL,2012-07-31,59.15,57.35,0.0309,0.0166,,0.3401
LT,2012-07-31,1369.40,1366.30,0.0023,0.0174,,0.3229
MANAPPURAM,2012-07-31,33.55,30.70,0.0888,0.0304,,0.6992
MARUTI,2012-07-31,1134.85,1119.90,0.0133,0.0281,,0.5235
PGEL,2012-07-31,141.85,144.00,-0.0150,0.0360,,0.6706
SBIN,2012-07-31,2005.10,2031.75,-0.0132,0.0206,,0.3859
SUZLON,2012-07-31,18.45,19.10,-0.0346,0.0321,,0.6171
TRENT,2012-07-31,1030.05,1011.85,0.0178,0.0220,,0.4165
