symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-03-10,1466.30,1476.65,-0.0070,0.0214,0.0214,0.4088
ADANIPORTS,2021-03-10,745.35,750.75,-0.0072,0.0247,0.0247,0.4719
BEL,2021-03-10,139.75,140.00,-0.0018,0.0281,0.0280,0.5349
BOSCHLTD,2021-03-10,14997.10,14997.70,-0.0000,0.0244,0.0243,0.4643
CUMMINSIND,2021-03-10,879.35,857.50,0.0252,0.0232,0.0232,0.4432
DIXON,2021-03-10,20101.70,19513.00,0.0297,0.0291,0.0291,0.5560
DLF,2021-03-10,314.25,311.40,0.0091,0.0322,0.0321,0.6133
DMART,2021-03-10,3155.20,3151.80,0.0011,0.0233,0.0233,0.4451
HAL,2021-03-10,1067.45,1065.40,0.0019,0.0272,0.0271,0.5177
HINDALCO,2021-03-10,340.35,333.25,0.0211,0.0313,0.0312,0.5961
INDHOTEL,2021-03-10,125.90,123.85,0.0164,0.0271,0.0270,0.5158
INDIGO,2021-03-10,1684.55,1688.70,-0.0025,0.0277,0.0276,0.5273
LT,2021-03-10,1524.20,1508.30,0.0105,0.0218,0.0217,0.4146
MANAPPURAM,2021-03-10,162.60,161.80,0.0049,0.0324,0.0323,0.6171
MARUTI,2021-03-10,7272.20,7301.55,-0.0040,0.0235,0.0234,0.4471
PGEL,2021-03-10,431.30,412.35,0.0449,0.0411,0.0411,0.7852
SBIN,2021-03-10,387.70,387.60,0.0003,0.0281,0.0280,0.5349
SUZLON,2021-03-10,5.65,5.55,0.0179,0.0417,0.0416,0.7948
TRENT,2021-03-10,912.25,905.75,0.0072,0.0290,0.0290,0.5540
