,27-Feb-2019
The Nifty witnessed an intraday movement of about 188.5 points.The closing index was 0.26 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 33809.01
, Traded Quantity (in Lakhs), 17487.69
, Number of Trades, 12571434
, Total Market Capitalisation (Rs. Crores), 13853125.45

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10835.30,     10881.20,     10939.70,     10751.20,     10806.65,-28.65
,NIFTY50 EQL Wgt,     11960.55,     12011.80,     12071.35,     11863.85,     11922.95,-37.6
,NIFTY100 EQL Wgt,     12555.40,     12606.50,     12722.85,     12493.05,     12562.00,6.6
,NIFTY100 LowVol30,      8480.45,      8493.35,      8560.85,      8442.90,      8477.40,-3.05
,NIFTY Alpha 50,     11624.90,     11684.40,     11750.90,     11522.85,     11611.30,-13.6
,NIFTY MIDCAP 150,      5939.30,      5970.35,      6027.20,      5914.50,      5962.80,23.5
,NIFTY SMLCAP 50,      2847.60,      2860.05,      2920.20,      2844.65,      2854.00,6.4
,NIFTY SMLCAP 250,      4856.60,      4875.20,      4948.35,      4846.70,      4865.90,9.3
,NIFTY MIDSML 400,      5557.45,      5584.05,      5646.60,      5538.30,      5575.90,18.45
,NIFTY200 QUALTY30,      9486.30,      9519.50,      9591.60,      9437.70,      9487.50,1.2
,Nifty IT,     15989.60,     15983.80,     16007.65,     15803.70,     15902.10,-87.5
,Nifty Next 50,     26199.65,     26301.65,     26658.20,     26136.80,     26310.85,111.2
,Nifty Bank,     26952.95,     27078.10,     27189.45,     26719.40,     26799.30,-153.65
,NIFTY MIDCAP 100,     16578.50,     16667.45,     16859.60,     16499.65,     16645.40,66.9
,Nifty 500,      8953.15,      8991.80,      9057.40,      8896.20,      8946.20,-6.95
,Nifty 100,     10981.55,     11027.60,     11097.50,     10903.65,     10961.80,-19.75
,Nifty Midcap 50,      4565.25,      4591.70,      4653.85,      4551.40,      4583.05,17.8
,Nifty Realty,       227.65,       228.30,       231.45,       226.05,       228.00,.35
,Nifty Infra,      2889.65,      2899.55,      2942.75,      2890.50,      2900.05,10.4
,Nifty Energy,     14695.60,     14769.50,     14919.10,     14586.40,     14689.05,-6.55
,Nifty FMCG,     29253.65,     29340.85,     29547.85,     29055.60,     29171.95,-81.7
,Nifty MNC,     13049.50,     13081.65,     13176.45,     12937.20,     13038.00,-11.5
,Nifty Pharma,      8829.45,      8859.55,      8975.40,      8799.45,      8866.20,36.75
,Nifty PSE,      3193.50,      3202.85,      3226.20,      3176.20,      3188.25,-5.25
,Nifty PSU Bank,      2729.70,      2746.45,      2795.45,      2728.05,      2743.85,14.15
,Nifty Serv Sector,     14985.60,     15043.75,     15094.85,     14854.65,     14915.55,-70.05
,India VIX,17.1150,17.1150,19.9775,14.1300,18.8975,1.7825
,Nifty Auto,      8399.10,      8443.30,      8533.15,      8343.65,      8420.05,20.95
,Nifty Metal,      2854.90,      2874.40,      2893.15,      2827.40,      2846.85,-8.05
,Nifty Media,      2465.65,      2477.90,      2515.15,      2419.85,      2443.95,-21.7
,NIFTY SMLCAP 100,      5877.55,      5902.15,      6007.25,      5864.10,      5889.05,11.5
,Nifty 200,      5646.95,      5671.40,      5710.65,      5608.45,      5640.50,-6.45
,Nifty Div Opps 50,      2562.85,      2570.05,      2580.85,      2544.60,      2552.05,-10.8
,Nifty Commodities,      3282.35,      3297.75,      3329.65,      3269.65,      3286.25,3.9
,Nifty Consumption,      4716.20,      4737.95,      4781.50,      4690.15,      4715.75,-.45
,Nifty Fin Service,     11294.85,     11352.10,     11398.05,     11188.20,     11234.10,-60.75
,Nifty50 Div Point,       129.48,       129.48,       129.48,       129.48,       129.48,0
,Nifty100 Liq 15,      3663.65,      3687.55,      3720.75,      3630.80,      3657.60,-6.05
,Nifty CPSE,      2019.45,      2024.35,      2043.65,      2008.60,      2015.05,-4.4
,Nifty GrowSect 15,      6104.05,      6129.35,      6180.00,      6064.30,      6100.85,-3.2
,Nifty50 PR 2x Lev,      4463.45,      4500.55,      4548.60,      4394.05,      4439.10,-24.35
,Nifty50 PR 1x Inv,       419.00,       417.30,       422.30,       415.05,       420.15,1.15
,Nifty50 TR 2x Lev,      5671.40,      5718.45,      5779.55,      5583.15,      5640.45,-30.95
,Nifty50 TR 1x Inv,       371.80,       370.30,       374.75,       368.30,       372.85,1.05
,Nifty50 Value 20,      5349.05,      5365.25,      5385.70,      5304.70,      5328.70,-20.35
,Nifty Mid Liq 15,      3843.60,      3863.55,      3919.00,      3830.50,      3862.70,19.1
,Nifty Pvt Bank,     15378.20,     15454.30,     15521.80,     15229.50,     15284.60,-93.6
,NIFTY100 Qualty30,      2607.25,      2617.05,      2634.60,      2590.50,      2604.90,-2.35
,Nifty GS 8 13Yr,      1824.61,      1824.99,      1824.99,      1816.89,      1817.39,-7.22
,Nifty GS 10Yr,      1688.22,      1688.56,      1689.33,      1679.76,      1680.10,-8.12
,Nifty GS 10Yr Cln,       902.59,       902.59,       903.00,       897.84,       898.02,-4.57
,Nifty GS 4 8Yr,      1958.20,      1958.60,      1959.93,      1952.53,      1952.68,-5.52
,Nifty GS 11 15Yr,      1904.36,      1904.75,      1904.75,      1898.84,      1899.24,-5.12
,Nifty GS 15YrPlus,      2047.77,      2048.20,      2048.20,      2043.74,      2043.74,-4.03
,Nifty GS Compsite,      1864.43,      1864.81,      1864.82,      1856.70,      1857.09,-7.34

,ADVANCES,849
,DECLINES,955
,UNCHANGED,90

,Total securities that have hit their price bands today,197

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,YESBANK,EQ,       229.50,       228.20,-0.57,1721.39
,RELIANCE,EQ,      1220.25,      1223.50,0.27,1363.73
,TCS,EQ,      2038.70,      2058.10,0.95,970.19
,AXISBANK,EQ,       710.15,       718.20,1.13,956.58
,MARUTI,EQ,      6904.30,      6968.50,0.93,669.46
,KOTAKBANK,EQ,      1236.15,      1216.15,-1.62,659.06
,HDFC,EQ,      1853.65,      1841.00,-0.68,629.9
,ICICIBANK,EQ,       348.20,       345.55,-0.76,602.83
,ZEEL,EQ,       469.20,       463.40,-1.24,572.64
,SBIN,EQ,       266.35,       267.65,0.49,553.75
,SUNPHARMA,EQ,       435.75,       442.70,1.59,544.01
,TATASTEEL,EQ,       503.60,       507.10,0.69,477.99
,LT,EQ,      1265.85,      1284.70,1.49,456.57
,INFY,EQ,       742.50,       735.25,-0.98,438.43
,IBULHSGFIN,EQ,       659.25,       658.90,-0.05,370.24
,HDFCBANK,EQ,      2110.65,      2092.25,-0.87,369.06
,ITC,EQ,       275.50,       275.10,-0.15,362.1
,TATAMOTORS,EQ,       182.65,       177.35,-2.9,355.97
,ASHOKLEY,EQ,        83.30,        84.85,1.86,316.11
,TECHM,EQ,       833.30,       825.60,-0.92,306.54
,BAJFINANCE,EQ,      2657.75,      2642.00,-0.59,305.15
,WIPRO,EQ,       387.65,       374.40,-3.42,302.35
,CANBK,EQ,       217.95,       231.20,6.08,297.96
,UPL,EQ,       855.05,       869.30,1.67,271.84
,SUNTV,EQ,       605.20,       593.70,-1.9,265.5

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,ULTRACEMCO,EQ,      3889.10,      3788.55,2.65
,BAJAJ-AUTO,EQ,      2914.70,      2859.30,1.94
,UPL,EQ,       869.30,       855.05,1.67
,SUNPHARMA,EQ,       442.70,       435.75,1.59
,BHARTIARTL,EQ,       320.15,       315.45,1.49

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,INFRATEL,EQ,       296.75,       308.00,-3.65
,WIPRO,EQ,       374.40,       387.65,-3.42
,VEDL,EQ,       164.65,       169.70,-2.98
,TATAMOTORS,EQ,       177.35,       182.65,-2.9
,TITAN,EQ,      1016.25,      1038.35,-2.13

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        34.85,                   666324.00,18721
,21STCENMGM,EQ,        17.65,                    36671.20,2067
,3IINFOTECH,EQ,         3.45,                  6471077.95,1833216
,3MINDIA,EQ,     22821.70,                153735055.35,6694
,3PLAND,EQ,        10.65,                     3177.05,300
,5PAISA,EQ,       219.95,                   786947.95,3573
,63MOONS,EQ,        77.25,                 16519010.00,209446
,8KMILES,EQ,       103.75,                 21867858.60,206641
,A2ZINFRA,EQ,        16.00,                 13752359.20,881132
,AARON,SM,        43.95,                   131850.00,3000
,AARTIDRUGS,EQ,       588.80,                  3781100.50,6406
,AARTIIND,EQ,      1393.90,                140306874.70,100043
,AARVEEDEN,EQ,        21.70,                   368162.75,17145
,AAVAS,EQ,       992.50,                 11712696.85,11808
,ABAN,EQ,        52.00,                 22358063.25,425838
,ABBOTINDIA,EQ,      7372.70,                 31704940.30,4282
,ABFRL,EQ,       225.55,                322256372.80,1450265
,ABGSHIP,BZ,         1.60,                    14564.80,9103
,ABSLRIF6RG,MF,         6.93,                    17414.00,2580
,ACCELYA,EQ,       910.40,                  4125345.95,4519
,ACCURACY,SM,        58.95,                  1695760.00,28800
,ACE,EQ,        77.80,                 20302772.15,259127
,ADANIENT,EQ,       132.25,                783010835.15,5875292
,ADANIGAS,EQ,        99.80,                 55085309.95,548376
,ADANIGREEN,EQ,        32.90,                 30931772.80,918227
,ADANIPOWER,EQ,        47.75,               1908145343.90,39328080
,ADANITRANS,EQ,       195.25,                 51184824.40,259098
,ADFFOODS,EQ,       214.60,                  7370119.25,34069
,ADHUNIK,EQ,         1.50,                     7180.15,4857
,ADHUNIKIND,EQ,        55.25,                  6809786.55,128748
,ADLABS,EQ,         8.70,                  2578046.55,295288
,ADORWELD,EQ,       312.50,                  3985377.00,12525
,ADROITINFO,EQ,        15.30,                    41018.35,2545
,ADSL,EQ,        12.00,                    81517.65,6814
,ADVANIHOTR,EQ,        61.35,                  1075204.15,17242
,ADVENZYMES,EQ,       148.60,                 11198956.90,74911
,AEGISCHEM,EQ,       195.65,                 39508543.90,201113
,AGARIND,EQ,       169.70,                   473936.20,2797
,AGCNET,EQ,       104.60,                   338581.65,3235
,AGLSL,EQ,        59.10,                   152980.50,2558
,AGRITECH,EQ,        50.80,                   182187.15,3608
,AGROPHOS,SM,        56.50,                  6788700.00,120000
,AHLEAST,EQ,       240.95,                    95197.45,402
,AHLUCONT,EQ,       288.25,                  8500058.10,29366
,AHLWEST,EQ,       350.00,                   200050.35,579
,AIAENG,EQ,      1720.00,                 53534196.55,31115
,AIFL,BE,        14.00,                   225792.00,16128
,AIONJSW,EQ,        32.00,                  1627749.10,51190
,AIRAN,SM,        52.75,                   396250.00,7500
,AJANTPHARM,EQ,       996.45,                586951666.30,584323
,AJMERA,EQ,       160.35,                 16348395.75,99797
,AJOONI,SM,        24.65,                    98600.00,4000
,AKASH,SM,        80.00,                    80000.00,1000
,AKG,SM,        32.40,                   259200.00,8000
,AKSHARCHEM,EQ,       310.50,                  1404874.05,4508
,AKSHOPTFBR,EQ,        18.60,                 10906864.30,582212
,AKZOINDIA,EQ,      1717.25,                 52711881.25,30733
,ALANKIT,EQ,        27.05,                 17031332.95,625711
,ALBERTDAVD,EQ,       394.25,                  2327818.80,5958
,ALBK,EQ,        47.40,               1296467111.05,27796648
