symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2017-02-01,41417,22807,55.07
ADANIPORTS,EQ,2017-02-01,3158512,1135905,35.96
BEL,EQ,2017-02-01,780924,306219,39.21
BOSCHLTD,EQ,2017-02-01,25976,15061,57.98
CUMMINSIND,EQ,2017-02-01,149450,71843,48.07
DLF,EQ,2017-02-01,23720780,5089405,21.46
HINDALCO,EQ,2017-02-01,12602860,3542772,28.11
INDHOTEL,EQ,2017-02-01,559662,482228,86.16
INDIGO,EQ,2017-02-01,1099739,398296,36.22
LT,EQ,2017-02-01,2385089,1236230,51.83
MANAPPURAM,EQ,2017-02-01,6919559,3363966,48.62
MANAPPURAM,NH,2017-02-01,3,3,100.00
MARUTI,EQ,2017-02-01,1212008,322076,26.57
PGEL,EQ,2017-02-01,7614,5128,67.35
SBIN,EQ,2017-02-01,27253142,8648465,31.73
SBIN,N2,2017-02-01,31,31,100.00
SBIN,N5,2017-02-01,18,18,100.00
SUZLON,EQ,2017-02-01,52944657,16758843,31.65
TRENT,EQ,2017-02-01,176017,83564,47.47
