symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-08-30,7876.50,7931.65,7960.00,7843.30,7930.00,7936.05,7924.41,328066,25997.31,35302,202030,61.58
ADANIPORTS,EQ,2024-08-30,1476.05,1480.95,1487.00,1466.00,1482.00,1481.90,1476.75,1996592,29484.74,87242,965221,48.34
BEL,EQ,2024-08-30,296.20,296.80,302.15,294.35,299.50,299.30,298.69,28684991,85678.95,210946,13200906,46.02
BOSCHLTD,EQ,2024-08-30,31731.85,31839.95,32500.00,31839.95,32162.00,32389.60,32174.11,50047,16102.17,19409,13529,27.03
CUMMINSIND,EQ,2024-08-30,3734.85,3735.00,3771.50,3721.15,3740.00,3744.70,3743.20,632373,23670.96,35531,445753,70.49
DIXON,EQ,2024-08-30,13201.90,13311.00,13625.00,12865.00,12930.95,13170.95,13204.68,4621055,610195.64,206386,2410236,52.16
DLF,EQ,2024-08-30,831.90,834.05,849.55,834.05,846.05,845.10,843.79,4433064,37405.70,70789,2825937,63.75
DMART,EQ,2024-08-30,5008.80,5020.00,5042.00,4900.00,4930.00,4927.45,4953.72,564035,27940.69,64668,376595,66.77
HAL,EQ,2024-08-30,4601.95,4614.00,4702.45,4602.80,4687.95,4679.95,4667.90,1630572,76113.50,119194,657488,40.32
HINDALCO,EQ,2024-08-30,700.50,699.00,708.50,695.10,700.30,701.35,701.00,7404373,51904.95,78821,4729521,63.87
INDHOTEL,EQ,2024-08-30,648.30,650.00,655.25,644.15,649.55,647.50,647.83,6267171,40600.88,83631,4907790,78.31
INDIGO,EQ,2024-08-30,4759.85,4783.00,4869.00,4777.05,4818.00,4830.00,4829.67,2120523,102414.34,108070,1114732,52.57
LT,EQ,2024-08-30,3683.45,3718.35,3745.00,3666.40,3707.00,3704.65,3700.93,2592912,95961.96,133375,1393909,53.76
MANAPPURAM,EQ,2024-08-30,216.52,219.00,222.19,215.05,215.41,215.95,217.71,5115706,11137.36,33902,1677258,32.79
MARUTI,EQ,2024-08-30,12453.80,12460.00,12570.00,12316.20,12461.80,12403.00,12413.42,2271179,281931.06,113338,1670252,73.54
PAYTM,EQ,2024-08-30,554.50,558.00,631.45,543.00,624.90,621.90,602.82,41866652,252379.73,516841,9388090,22.42
PGEL,EQ,2024-08-30,490.00,493.75,534.95,487.90,529.00,525.15,512.24,1988390,10185.29,66155,1042471,52.43
SBIN,EQ,2024-08-30,814.50,817.15,820.70,814.35,816.25,815.60,816.37,8911426,72750.03,161440,5041096,56.57
SUZLON,EQ,2024-08-30,77.00,77.30,77.58,75.12,75.70,75.84,76.10,63934257,48653.64,190152,42862263,67.04
TRENT,EQ,2024-08-30,7170.65,7210.00,7274.75,7130.05,7175.00,7158.75,7182.47,1169809,84021.17,75631,749920,64.11
