symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-08-23,7859.55,7859.80,7914.60,7768.90,7782.30,7795.75,7852.07,141683,11125.05,20923,68988,48.69
ADANIPORTS,EQ,2024-08-23,1492.30,1493.00,1503.00,1486.10,1495.00,1491.30,1493.27,1181075,17636.64,55601,467188,39.56
BEL,EQ,2024-08-23,304.50,305.50,309.20,304.10,306.10,306.00,306.76,21891698,67153.93,141433,8983430,41.04
BOSCHLTD,EQ,2024-08-23,32503.15,32500.00,32826.10,32157.70,32660.00,32600.15,32461.12,39122,12699.44,15074,10811,27.63
CUMMINSIND,EQ,2024-08-23,3815.70,3815.00,3852.70,3780.00,3826.00,3821.95,3819.23,355889,13592.22,27269,192051,53.96
DIXON,EQ,2024-08-23,12859.75,12880.00,13394.90,12800.00,13280.00,13270.55,13191.35,881956,116341.91,99966,219060,24.84
DLF,EQ,2024-08-23,859.25,859.25,870.60,847.75,850.25,849.50,857.71,2524444,21652.51,72987,945957,37.47
DMART,EQ,2024-08-23,5057.85,5045.00,5088.80,4880.00,4926.95,4901.50,4928.77,802974,39576.74,76207,537262,66.91
HAL,EQ,2024-08-23,4768.10,4807.00,4864.00,4777.60,4825.00,4822.75,4827.30,1857673,89675.49,116867,849573,45.73
HINDALCO,EQ,2024-08-23,685.55,690.05,694.70,677.80,685.00,685.10,687.78,7774920,53474.54,119229,4120703,53.00
INDHOTEL,EQ,2024-08-23,644.60,646.25,649.00,636.40,641.00,641.90,642.06,3388820,21758.24,62808,1676417,49.47
INDIGO,EQ,2024-08-23,4483.15,4493.00,4722.00,4470.15,4718.00,4710.45,4646.67,3390956,157566.47,175444,969306,28.59
LT,EQ,2024-08-23,3606.50,3606.50,3622.00,3587.05,3598.25,3598.55,3602.56,1825180,65753.12,79918,1045735,57.29
MANAPPURAM,EQ,2024-08-23,216.80,217.01,220.80,214.14,215.40,215.08,216.95,6489447,14079.00,36027,2783181,42.89
MARUTI,EQ,2024-08-23,12276.35,12300.00,12375.05,12254.40,12272.00,12302.30,12309.91,440809,54263.18,57997,223908,50.79
PAYTM,EQ,2024-08-23,553.70,555.00,571.30,551.10,555.15,554.85,559.19,7634408,42690.89,104169,2430218,31.83
PGEL,EQ,2024-08-23,555.55,567.00,592.00,553.35,559.90,558.15,570.56,2338007,13339.82,82227,995667,42.59
SBIN,EQ,2024-08-23,820.30,821.50,822.00,814.50,815.80,815.35,817.21,5537747,45254.82,137876,2303827,41.60
SUZLON,EQ,2024-08-23,77.57,77.70,80.50,77.70,78.78,78.84,79.29,67410388,53446.75,224913,33913193,50.31
TRENT,EQ,2024-08-23,6989.80,7020.00,7030.00,6911.75,6950.00,6948.75,6976.33,625160,43613.25,74306,281417,45.02
