symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-11-11,3794,1441,37.98
ADANIPORTS,EQ,2015-11-11,255406,105881,41.46
BEL,EQ,2015-11-11,41690,16923,40.59
BOSCHLTD,EQ,2015-11-11,2582,1326,51.36
CUMMINSIND,EQ,2015-11-11,12397,9396,75.79
DLF,EQ,2015-11-11,2679641,909592,33.94
HINDALCO,EQ,2015-11-11,1141982,392197,34.34
INDHOTEL,D1,2015-11-11,1880,1880,100.00
INDHOTEL,EQ,2015-11-11,23728,14383,60.62
INDIGO,EQ,2015-11-11,3316606,561763,16.94
LT,EQ,2015-11-11,424334,225741,53.20
MANAPPURAM,EQ,2015-11-11,922566,689084,74.69
MARUTI,EQ,2015-11-11,86592,28199,32.57
PGEL,EQ,2015-11-11,36623,28061,76.62
SBIN,EQ,2015-11-11,2061681,830764,40.30
SBIN,N3,2015-11-11,1,1,100.00
SBIN,N5,2015-11-11,27,27,100.00
SUZLON,EQ,2015-11-11,10628803,4781772,44.99
TRENT,EQ,2015-11-11,1217,599,49.22
