symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-11-24,139316,132451,95.07
ADANIPORTS,EQ,2015-11-24,2730094,1271259,46.56
BEL,EQ,2015-11-24,205530,74808,36.40
BOSCHLTD,EQ,2015-11-24,60582,36397,60.08
CUMMINSIND,EQ,2015-11-24,51906,35936,69.23
DLF,EQ,2015-11-24,16020202,3929130,24.53
HINDALCO,EQ,2015-11-24,9426757,4360475,46.26
INDHOTEL,D1,2015-11-24,7460,4402,59.01
INDHOTEL,EQ,2015-11-24,551236,376590,68.32
INDIGO,EQ,2015-11-24,2080065,255894,12.30
LT,EQ,2015-11-24,1741236,820258,47.11
MANAPPURAM,EQ,2015-11-24,2342142,1449702,61.90
MARUTI,EQ,2015-11-24,1287988,875422,67.97
PGEL,EQ,2015-11-24,7073,3801,53.74
SBIN,EQ,2015-11-24,6651669,1758561,26.44
SBIN,N3,2015-11-24,84,84,100.00
SBIN,N5,2015-11-24,622,535,86.01
SUZLON,EQ,2015-11-24,18128001,8218560,45.34
TRENT,EQ,2015-11-24,5263,3370,64.03
