symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2011-12-30,583.30,575.70,0.0131,0.0222,,0.4165
BEL,2011-12-30,1350.30,1347.65,0.0020,0.0140,,0.2598
BOSCHLTD,2011-12-30,6775.60,6637.75,0.0206,0.0111,,0.2273
CUMMINSIND,2011-12-30,350.25,342.20,0.0233,0.0176,,0.3439
DLF,2011-12-30,183.10,186.65,-0.0192,0.0293,,0.5502
HINDALCO,2011-12-30,115.85,117.20,-0.0116,0.0300,,0.5579
INDHOTEL,2011-12-30,54.35,52.50,0.0346,0.0214,,0.4280
LT,2011-12-30,994.65,999.50,-0.0049,0.0254,,0.4719
MANAPPURAM,2011-12-30,46.10,46.50,-0.0086,0.0356,,0.6610
MARUTI,2011-12-30,918.30,921.75,-0.0037,0.0206,,0.3821
PGEL,2011-12-30,144.40,155.75,-0.0757,0.0656,,1.2647
SBIN,2011-12-30,1619.05,1628.85,-0.0060,0.0244,,0.4528
SUZLON,2011-12-30,18.00,17.65,0.0196,0.0416,,0.7757
TRENT,2011-12-30,850.60,839.60,0.0130,0.0243,,0.4547
