symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2024-12-31,362642,101689,28.04
ADANIPORTS,EQ,2024-12-31,1717204,636199,37.05
BEL,EQ,2024-12-31,15725947,7285056,46.33
BOSCHLTD,EQ,2024-12-31,9597,4121,42.94
CUMMINSIND,EQ,2024-12-31,540344,291135,53.88
DIXON,EQ,2024-12-31,259440,93065,35.87
DLF,EQ,2024-12-31,1292892,557603,43.13
DMART,EQ,2024-12-31,693775,457385,65.93
HAL,EQ,2024-12-31,901281,303658,33.69
HINDALCO,EQ,2024-12-31,3807525,2079642,54.62
INDHOTEL,EQ,2024-12-31,4097079,2323271,56.71
INDIGO,EQ,2024-12-31,685310,481667,70.28
LT,EQ,2024-12-31,1267628,807113,63.67
MANAPPURAM,EQ,2024-12-31,6864819,2149747,31.32
MARUTI,EQ,2024-12-31,198997,98672,49.58
PAYTM,EQ,2024-12-31,4349328,1173735,26.99
PGEL,EQ,2024-12-31,1030626,401381,38.95
SBIN,EQ,2024-12-31,9086044,3771662,41.51
SUZLON,EQ,2024-12-31,34983814,18682219,53.40
TRENT,EQ,2024-12-31,915919,444528,48.53
