symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2024-12-10,265407,125000,47.10
ADANIPORTS,EQ,2024-12-10,2406907,1127930,46.86
BEL,EQ,2024-12-10,15811501,7019124,44.39
BOSCHLTD,EQ,2024-12-10,26238,15926,60.70
CUMMINSIND,EQ,2024-12-10,241848,131002,54.17
DIXON,EQ,2024-12-10,354274,107555,30.36
DLF,EQ,2024-12-10,2333620,1313622,56.29
DMART,EQ,2024-12-10,573687,359623,62.69
HAL,EQ,2024-12-10,1313990,787795,59.95
HINDALCO,EQ,2024-12-10,3950822,2276967,57.63
INDHOTEL,EQ,2024-12-10,2554205,1788139,70.01
INDIGO,EQ,2024-12-10,651287,473063,72.64
LT,EQ,2024-12-10,2349493,1661742,70.73
MANAPPURAM,EQ,2024-12-10,9938020,3863508,38.88
MARUTI,EQ,2024-12-10,410569,282287,68.76
PAYTM,EQ,2024-12-10,6086764,1451223,23.84
PGEL,EQ,2024-12-10,1944959,670332,34.47
SBIN,EQ,2024-12-10,7379849,3723326,50.45
SUZLON,EQ,2024-12-10,29542425,16635163,56.31
TRENT,EQ,2024-12-10,579733,291404,50.27
