symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2021-08-13,116726,60707,52.01
ADANIPORTS,EQ,2021-08-13,3390071,720216,21.24
BEL,EQ,2021-08-13,9273747,3785862,40.82
BOSCHLTD,EQ,2021-08-13,43632,14452,33.12
CUMMINSIND,EQ,2021-08-13,4501067,1086431,24.14
DIXON,EQ,2021-08-13,147617,101468,68.74
DLF,EQ,2021-08-13,5586335,1004563,17.98
DMART,EQ,2021-08-13,292706,80078,27.36
HAL,EQ,2021-08-13,785334,198950,25.33
HINDALCO,EQ,2021-08-13,13343808,1901689,14.25
INDHOTEL,EQ,2021-08-13,741910,309618,41.73
INDIGO,EQ,2021-08-13,1380674,215630,15.62
LT,EQ,2021-08-13,5439442,2561409,47.09
MANAPPURAM,EQ,2021-08-13,10831171,2133549,19.70
MARUTI,EQ,2021-08-13,431784,233255,54.02
PGEL,EQ,2021-08-13,12770,10656,83.45
SBIN,EQ,2021-08-13,20908992,7550182,36.11
SUZLON,EQ,2021-08-13,30024525,9902625,32.98
TRENT,EQ,2021-08-13,738531,339086,45.91
