symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2018-03-06,1475.45,1490.50,-0.0101,0.0156,,0.2923
ADANIPORTS,2018-03-06,405.25,403.95,0.0032,0.0151,,0.2808
BEL,2018-03-06,152.00,155.55,-0.0231,0.0213,,0.4088
BOSCHLTD,2018-03-06,18159.75,18348.00,-0.0103,0.0113,,0.2140
CUMMINSIND,2018-03-06,786.80,797.40,-0.0134,0.0183,,0.3439
DIXON,2018-03-06,3521.25,3476.30,0.0128,0.0268,,0.5006
DLF,2018-03-06,216.55,222.90,-0.0289,0.0212,,0.4146
DMART,2018-03-06,1327.15,1314.30,0.0097,0.0221,,0.4127
HINDALCO,2018-03-06,225.85,229.60,-0.0165,0.0195,,0.3687
INDHOTEL,2018-03-06,133.90,134.45,-0.0041,0.0251,,0.4662
INDIGO,2018-03-06,1283.50,1309.10,-0.0197,0.0163,,0.3152
LT,2018-03-06,1283.40,1300.70,-0.0134,0.0148,,0.2808
MANAPPURAM,2018-03-06,106.00,108.05,-0.0192,0.0232,,0.4394
MARUTI,2018-03-06,8616.50,8795.10,-0.0205,0.0148,,0.2904
PGEL,2018-03-06,289.90,299.00,-0.0309,0.0438,,0.8234
SBIN,2018-03-06,256.55,263.50,-0.0267,0.0192,,0.3764
SUZLON,2018-03-06,12.20,12.60,-0.0323,0.0195,,0.3917
TRENT,2018-03-06,315.35,316.40,-0.0033,0.0139,,0.2579
