symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2012-11-16,18859,5415,28.71
ADANIPORTS,EQ,2012-11-16,671193,281038,41.87
BEL,EQ,2012-11-16,12055,8808,73.07
BOSCHLTD,EQ,2012-11-16,660,519,78.64
CUMMINSIND,EQ,2012-11-16,292167,250406,85.71
DLF,EQ,2012-11-16,6964767,1529505,21.96
HINDALCO,EQ,2012-11-16,7866646,4717290,59.97
INDHOTEL,EQ,2012-11-16,702232,370294,52.73
LT,EQ,2012-11-16,1231932,673304,54.65
MANAPPURAM,EQ,2012-11-16,3114376,1641201,52.70
MARUTI,EQ,2012-11-16,376344,198397,52.72
PGEL,EQ,2012-11-16,35848,1872,5.22
SBIN,EQ,2012-11-16,1834814,468320,25.52
SBIN,N1,2012-11-16,11,11,100.00
SBIN,N2,2012-11-16,14,10,71.43
SBIN,N3,2012-11-16,15,10,66.67
SBIN,N5,2012-11-16,77,76,98.70
SUZLON,EQ,2012-11-16,8134762,2145561,26.38
TRENT,EQ,2012-11-16,10883,7519,69.09
