symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2014-02-07,37851,16976,44.85
ADANIPORTS,EQ,2014-02-07,6366201,4782840,75.13
BEL,EQ,2014-02-07,81296,75233,92.54
BOSCHLTD,EQ,2014-02-07,2314,1233,53.28
CUMMINSIND,EQ,2014-02-07,116743,75217,64.43
DLF,EQ,2014-02-07,4033070,728266,18.06
HINDALCO,EQ,2014-02-07,9650511,4948541,51.28
INDHOTEL,EQ,2014-02-07,266948,232683,87.16
LT,EQ,2014-02-07,1409446,799938,56.76
MANAPPURAM,EQ,2014-02-07,2248759,1301114,57.86
MARUTI,EQ,2014-02-07,921283,649570,70.51
PGEL,EQ,2014-02-07,4803,3356,69.87
SBIN,EQ,2014-02-07,1820340,958962,52.68
SBIN,N1,2014-02-07,27,27,100.00
SBIN,N3,2014-02-07,80,59,73.75
SBIN,N5,2014-02-07,119,119,100.00
SUZLON,EQ,2014-02-07,4192114,1868076,44.56
TRENT,EQ,2014-02-07,2756,1629,59.11
