symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-12-15,4792.40,4806.05,4929.55,4763.60,4824.95,4835.10,4844.08,371899,18015.08,43157,159572,42.91
ADANIPORTS,EQ,2023-12-15,1074.70,1079.00,1086.50,1067.05,1078.00,1078.55,1078.18,11672787,125853.31,166848,6713120,57.51
BEL,EQ,2023-12-15,164.00,166.00,170.20,165.25,169.35,169.05,168.33,39766631,66940.25,154755,17636066,44.35
BOSCHLTD,EQ,2023-12-15,22061.85,22080.00,22163.90,21663.00,21770.00,21708.15,21789.46,34392,7493.83,10643,21975,63.90
CUMMINSIND,EQ,2023-12-15,1947.15,1950.90,1978.95,1919.00,1930.10,1926.50,1932.41,740405,14307.66,42141,497917,67.25
DIXON,EQ,2023-12-15,6308.05,6371.20,6404.00,6303.00,6330.00,6316.90,6345.19,441089,27987.91,40571,159562,36.17
DLF,EQ,2023-12-15,699.50,700.00,709.00,695.00,704.40,705.30,703.25,4137143,29094.57,69524,1938887,46.87
DMART,EQ,2023-12-15,4070.05,4085.00,4097.90,4017.00,4041.75,4045.65,4043.78,300270,12142.27,31779,178914,59.58
HAL,EQ,2023-12-15,2773.00,2785.85,2792.75,2716.10,2762.00,2761.80,2755.29,1430382,39411.14,73075,654558,45.76
HINDALCO,EQ,2023-12-15,543.10,556.00,559.05,548.20,556.00,557.25,555.40,8191005,45492.49,101074,3516837,42.94
INDHOTEL,EQ,2023-12-15,441.25,444.60,444.60,437.40,440.90,439.65,440.10,2642024,11627.57,30533,1846802,69.90
INDIGO,EQ,2023-12-15,2980.20,2985.00,2990.00,2902.15,2919.35,2914.40,2927.57,1958780,57344.70,72015,1336554,68.23
LT,EQ,2023-12-15,3433.10,3435.15,3498.90,3432.85,3491.35,3488.00,3469.47,2632935,91348.80,145130,1665154,63.24
MANAPPURAM,EQ,2023-12-15,171.85,173.15,174.20,169.00,170.20,172.45,171.31,9073831,15544.04,43967,4671254,51.48
MARUTI,EQ,2023-12-15,10353.20,10459.00,10476.75,9832.60,10297.40,10286.40,10266.04,1244681,127779.40,180830,704622,56.61
PAYTM,EQ,2023-12-15,606.15,600.00,609.45,599.05,605.90,606.10,605.87,5549270,33621.16,89430,3410319,61.46
PGEL,EQ,2023-12-15,2447.70,2454.00,2521.45,2409.05,2413.90,2431.45,2449.20,55032,1347.84,6682,33198,60.32
SBIN,EQ,2023-12-15,623.65,628.00,650.00,619.85,648.30,648.25,638.08,29813572,190234.30,433979,12398365,41.59
SUZLON,BE,2023-12-15,37.35,37.30,39.20,36.00,38.80,38.55,38.03,135917707,51691.89,181557,-,-
TRENT,EQ,2023-12-15,2984.75,3000.00,3024.55,2980.05,2993.80,2989.75,2999.24,682553,20471.41,57824,389968,57.13
