symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2020-07-08,961.40,968.00,971.50,942.00,943.30,944.65,952.05,194584,1852.54,9548,52371,26.91
ADANIPORTS,EQ,2020-07-08,345.95,349.00,349.65,339.30,340.30,340.60,342.09,3988479,13644.20,52182,1412020,35.40
BEL,EQ,2020-07-08,102.05,101.00,105.40,100.55,103.35,103.55,103.39,22716898,23486.77,96024,6290027,27.69
BOSCHLTD,EQ,2020-07-08,13481.15,13490.00,13790.00,12979.30,13493.00,13528.10,13488.98,213525,28802.35,47897,35413,16.58
CUMMINSIND,EQ,2020-07-08,429.65,427.80,428.70,408.55,409.10,411.05,413.85,2837698,11743.70,36008,667872,23.54
DIXON,EQ,2020-07-08,5881.55,5899.95,6150.00,5899.95,6093.25,6086.40,6078.57,89254,5425.37,14385,60707,68.02
DLF,EQ,2020-07-08,153.05,152.50,154.50,145.60,146.50,146.40,149.76,12826654,19209.52,91652,2713984,21.16
DMART,EQ,2020-07-08,2361.70,2385.00,2385.30,2300.45,2316.90,2319.55,2335.38,491069,11468.30,40518,326898,66.57
HAL,EQ,2020-07-08,980.05,984.05,1015.00,938.00,942.40,945.30,973.64,1232999,12004.97,46966,160945,13.05
HINDALCO,EQ,2020-07-08,152.30,152.75,158.00,152.40,155.40,155.00,155.36,18306904,28441.27,84789,5772891,31.53
INDHOTEL,EQ,2020-07-08,85.05,86.35,86.80,83.25,83.90,83.65,85.65,3730505,3195.18,20122,1608000,43.10
INDIGO,EQ,2020-07-08,1034.35,1032.00,1063.85,1027.20,1036.50,1040.75,1044.43,1319165,13777.80,41759,217153,16.46
LT,EQ,2020-07-08,943.60,944.95,964.40,938.00,939.85,941.25,949.81,5227150,49648.05,155681,1808946,34.61
MANAPPURAM,EQ,2020-07-08,162.65,163.30,164.95,155.90,157.50,157.45,160.42,8056453,12924.33,36796,2429107,30.15
MARUTI,EQ,2020-07-08,6226.75,6226.75,6235.00,6022.60,6049.80,6044.40,6124.25,1204104,73742.34,107505,294304,24.44
PGEL,EQ,2020-07-08,43.20,43.20,44.60,42.20,43.75,43.70,43.56,35966,15.67,360,25017,69.56
SBIN,EQ,2020-07-08,188.60,188.90,197.45,188.40,191.70,191.90,194.17,143083196,277828.45,620914,33127615,23.15
SBIN,N2,2020-07-08,10710.69,10790.00,10790.00,10695.00,10710.00,10705.48,10703.56,432,46.24,64,411,95.14
SBIN,N5,2020-07-08,10905.95,10909.00,10911.00,10860.00,10896.00,10897.55,10886.36,1323,144.03,205,1221,92.29
SBIN,N6,2020-07-08,10900.00,10900.00,10902.00,10710.10,10718.00,10719.83,10799.70,84,9.07,24,61,72.62
SUZLON,EQ,2020-07-08,5.30,5.05,5.05,5.05,5.05,5.05,5.05,3175519,160.36,3447,3175517,100.00
TRENT,EQ,2020-07-08,629.95,629.95,644.05,622.60,628.00,627.75,628.83,306679,1928.48,9904,159128,51.89
