symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2018-12-26,125511,46768,37.26
ADANIPORTS,EQ,2018-12-26,4519020,1008961,22.33
BEL,EQ,2018-12-26,12611262,3239576,25.69
BOSCHLTD,EQ,2018-12-26,10735,4642,43.24
CUMMINSIND,EQ,2018-12-26,594851,283014,47.58
DIXON,EQ,2018-12-26,15558,10581,68.01
DLF,EQ,2018-12-26,7574429,333278,4.40
DMART,EQ,2018-12-26,544718,67264,12.35
HAL,EQ,2018-12-26,5133,3846,74.93
HINDALCO,EQ,2018-12-26,6554865,944532,14.41
INDHOTEL,EQ,2018-12-26,330011,147836,44.80
INDIGO,EQ,2018-12-26,1414688,406934,28.76
LT,EQ,2018-12-26,1712084,698602,40.80
MANAPPURAM,EQ,2018-12-26,2823987,588037,20.82
MARUTI,EQ,2018-12-26,594156,83624,14.07
PGEL,EQ,2018-12-26,47088,24605,52.25
SBIN,EQ,2018-12-26,12684324,1715170,13.52
SBIN,N2,2018-12-26,46,33,71.74
SBIN,N5,2018-12-26,190,187,98.42
SBIN,N6,2018-12-26,25,15,60.00
SUZLON,EQ,2018-12-26,20696414,3326303,16.07
TRENT,EQ,2018-12-26,20901,8632,41.30
