symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2014-07-01,185708,126837,68.30
ADANIPORTS,EQ,2014-07-01,1969294,597683,30.35
BEL,EQ,2014-07-01,154611,49401,31.95
BOSCHLTD,EQ,2014-07-01,9851,7391,75.03
CUMMINSIND,EQ,2014-07-01,332644,249347,74.96
DLF,EQ,2014-07-01,5958930,573662,9.63
HINDALCO,EQ,2014-07-01,18819612,4768246,25.34
INDHOTEL,EQ,2014-07-01,386981,241740,62.47
LT,EQ,2014-07-01,1331534,590935,44.38
MANAPPURAM,EQ,2014-07-01,2271513,1104306,48.62
MARUTI,EQ,2014-07-01,1505073,503772,33.47
PGEL,EQ,2014-07-01,14202,14200,99.99
SBIN,EQ,2014-07-01,982862,347792,35.39
SBIN,N1,2014-07-01,12,12,100.00
SBIN,N3,2014-07-01,79,79,100.00
SBIN,N5,2014-07-01,151,151,100.00
TRENT,EQ,2014-07-01,24331,13977,57.45
