symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2024-06-12,8281.00,8095.30,0.0227,0.0230,0.0230,0.4394
ADANIPORTS,2024-06-12,1393.95,1403.45,-0.0068,0.0298,0.0297,0.5674
BEL,2024-06-12,290.50,286.20,0.0149,0.0255,0.0254,0.4853
BOSCHLTD,2024-06-12,31408.95,31174.25,0.0075,0.0146,0.0146,0.2789
CUMMINSIND,2024-06-12,3674.80,3565.60,0.0302,0.0204,0.0205,0.3917
DIXON,2024-06-12,10317.65,10140.55,0.0173,0.0236,0.0236,0.4509
DLF,2024-06-12,859.75,856.00,0.0044,0.0217,0.0216,0.4127
DMART,2024-06-12,4666.80,4701.10,-0.0073,0.0161,0.0161,0.3076
HAL,2024-06-12,4889.00,4856.55,0.0067,0.0259,0.0259,0.4948
HINDALCO,2024-06-12,673.90,672.95,0.0014,0.0209,0.0208,0.3974
INDHOTEL,2024-06-12,584.50,582.05,0.0042,0.0194,0.0194,0.3706
INDIGO,2024-06-12,4300.30,4369.45,-0.0160,0.0196,0.0196,0.3745
LT,2024-06-12,3630.25,3598.75,0.0087,0.0177,0.0177,0.3382
MANAPPURAM,2024-06-12,184.68,181.41,0.0179,0.0255,0.0255,0.4872
MARUTI,2024-06-12,12849.35,12863.60,-0.0011,0.0134,0.0133,0.2541
PAYTM,2024-06-12,402.50,380.55,0.0561,0.0378,0.0379,0.7241
PGEL,2024-06-12,2921.50,2938.70,-0.0059,0.0294,0.0293,0.5598
SBIN,2024-06-12,839.10,835.55,0.0042,0.0193,0.0193,0.3687
SUZLON,2024-06-12,50.28,48.26,0.0410,0.0333,0.0333,0.6362
TRENT,2024-06-12,5028.05,4906.50,0.0245,0.0207,0.0208,0.3974
