symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2014-06-03,93815,34941,37.24
ADANIPORTS,EQ,2014-06-03,6583611,1948265,29.59
BEL,EQ,2014-06-03,177212,115302,65.06
BOSCHLTD,EQ,2014-06-03,3410,2235,65.54
CUMMINSIND,EQ,2014-06-03,108252,81528,75.31
DLF,EQ,2014-06-03,18963755,4452915,23.48
HINDALCO,EQ,2014-06-03,23276134,10573180,45.42
INDHOTEL,EQ,2014-06-03,2533318,1783675,70.41
LT,EQ,2014-06-03,2800533,1554303,55.50
MANAPPURAM,EQ,2014-06-03,2820329,1199292,42.52
MARUTI,EQ,2014-06-03,372134,172895,46.46
PGEL,EQ,2014-06-03,2756,1189,43.14
SBIN,EQ,2014-06-03,3131247,1041536,33.26
SBIN,N1,2014-06-03,38,38,100.00
SBIN,N2,2014-06-03,2,1,50.00
SBIN,N3,2014-06-03,27,26,96.30
SBIN,N5,2014-06-03,320,297,92.81
SUZLON,EQ,2014-06-03,57062327,22917262,40.16
TRENT,EQ,2014-06-03,11752,7907,67.28
