symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2022-04-21,2143.30,2137.50,0.0027,0.0207,0.0206,0.3936
ADANIPORTS,2022-04-21,850.50,827.65,0.0272,0.0238,0.0238,0.4547
BEL,2022-04-21,252.90,253.30,-0.0016,0.0235,0.0234,0.4471
BOSCHLTD,2022-04-21,14637.10,14369.05,0.0185,0.0203,0.0203,0.3878
CUMMINSIND,2022-04-21,1090.75,1102.30,-0.0105,0.0196,0.0196,0.3745
DIXON,2022-04-21,4294.65,4221.05,0.0173,0.0258,0.0258,0.4929
DLF,2022-04-21,389.85,377.70,0.0317,0.0287,0.0287,0.5483
DMART,2022-04-21,4030.25,4054.75,-0.0061,0.0202,0.0202,0.3859
HAL,2022-04-21,1677.10,1672.40,0.0028,0.0222,0.0222,0.4241
HINDALCO,2022-04-21,540.25,545.00,-0.0088,0.0269,0.0268,0.5120
INDHOTEL,2022-04-21,244.20,237.60,0.0274,0.0273,0.0273,0.5216
INDIGO,2022-04-21,1938.50,1896.15,0.0221,0.0266,0.0266,0.5082
LT,2022-04-21,1714.50,1691.60,0.0134,0.0173,0.0173,0.3305
MANAPPURAM,2022-04-21,121.25,115.30,0.0503,0.0275,0.0276,0.5273
MARUTI,2022-04-21,7879.05,7666.80,0.0273,0.0205,0.0205,0.3917
PAYTM,2022-04-21,641.15,639.35,0.0028,0.0284,0.0284,0.5426
PGEL,2022-04-21,805.65,805.90,-0.0003,0.0392,0.0391,0.7470
SBIN,2022-04-21,516.30,509.30,0.0137,0.0211,0.0211,0.4031
SUZLON,2022-04-21,11.10,10.75,0.0320,0.0366,0.0366,0.6992
TRENT,2022-04-21,1285.80,1265.85,0.0156,0.0234,0.0234,0.4471
