symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-09-12,51140,26352,51.53
ADANIPORTS,EQ,2016-09-12,4089149,2222540,54.35
BEL,EQ,2016-09-12,204094,57655,28.25
BOSCHLTD,EQ,2016-09-12,13562,6880,50.73
CUMMINSIND,EQ,2016-09-12,414521,328315,79.20
DLF,EQ,2016-09-12,11042338,2155332,19.52
HINDALCO,EQ,2016-09-12,16165924,3974046,24.58
INDHOTEL,EQ,2016-09-12,287283,168380,58.61
INDIGO,EQ,2016-09-12,307483,169890,55.25
LT,EQ,2016-09-12,1302381,630961,48.45
MANAPPURAM,EQ,2016-09-12,8062720,4056949,50.32
MANAPPURAM,NG,2016-09-12,100,100,100.00
MARUTI,EQ,2016-09-12,795632,412812,51.88
PGEL,EQ,2016-09-12,22477,20685,92.03
SBIN,EQ,2016-09-12,18989750,7725813,40.68
SBIN,N2,2016-09-12,48,48,100.00
SBIN,N5,2016-09-12,236,236,100.00
SUZLON,EQ,2016-09-12,32559534,11864478,36.44
TRENT,EQ,2016-09-12,302622,103656,34.25
