,22-Jan-2019
The Nifty witnessed an intraday movement of about 85.65 points.The closing index was 0.36 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 31362.79
, Traded Quantity (in Lakhs), 11902.74
, Number of Trades, 11243659
, Total Market Capitalisation (Rs. Crores), 14111699.32

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10961.85,     10949.80,     10949.80,     10864.15,     10922.75,-39.1
,NIFTY50 EQL Wgt,     11904.95,     11898.65,     11898.65,     11797.95,     11868.25,-36.7
,NIFTY100 EQL Wgt,     12770.40,     12765.10,     12771.05,     12667.80,     12763.15,-7.25
,NIFTY100 LowVol30,      8539.60,      8537.90,      8543.55,      8479.45,      8527.15,-12.45
,NIFTY Alpha 50,     12024.90,     12006.55,     12070.60,     11980.35,     12056.65,31.75
,NIFTY MIDCAP 150,      6190.15,      6180.85,      6185.55,      6131.85,      6182.35,-7.8
,NIFTY SMLCAP 50,      3082.10,      3076.50,      3087.40,      3050.70,      3082.90,.8
,NIFTY SMLCAP 250,      5189.15,      5187.55,      5187.80,      5140.10,      5157.70,-31.45
,NIFTY MIDSML 400,      5837.85,      5831.30,      5833.45,      5783.05,      5821.55,-16.3
,NIFTY200 QUALTY30,      9383.85,      9372.55,      9390.05,      9299.60,      9379.85,-4
,Nifty IT,     14966.40,     14927.15,     15019.60,     14814.95,     14962.60,-3.8
,Nifty Next 50,     27322.40,     27323.20,     27452.65,     27150.60,     27430.75,108.35
,Nifty Bank,     27533.60,     27526.55,     27533.35,     27385.40,     27482.25,-51.35
,NIFTY MIDCAP 100,     17378.20,     17348.65,     17371.60,     17196.90,     17359.15,-19.05
,Nifty 500,      9155.30,      9146.30,      9146.30,      9075.25,      9131.15,-24.15
,Nifty 100,     11153.35,     11142.75,     11142.75,     11057.60,     11124.35,-29
,Nifty Midcap 50,      4828.30,      4818.55,      4820.45,      4765.25,      4815.95,-12.35
,Nifty Realty,       234.90,       233.70,       236.95,       233.40,       236.65,1.75
,Nifty Infra,      3035.15,      3035.75,      3036.05,      3003.25,      3019.40,-15.75
,Nifty Energy,     14963.85,     14937.10,     15047.70,     14844.25,     14949.85,-14
,Nifty FMCG,     30485.00,     30486.30,     30592.40,     30205.35,     30507.60,22.6
,Nifty MNC,     13554.15,     13537.25,     13540.35,     13427.55,     13491.05,-63.1
,Nifty Pharma,      8734.70,      8791.85,      8903.30,      8783.05,      8892.60,157.9
,Nifty PSE,      3254.70,      3256.65,      3261.55,      3241.10,      3251.25,-3.45
,Nifty PSU Bank,      3043.45,      3045.55,      3048.10,      2998.40,      3013.45,-30
,Nifty Serv Sector,     15176.05,     15155.15,     15157.00,     15052.55,     15126.30,-49.75
,India VIX,18.1475,18.1475,18.4725,15.5100,17.9850,-0.1625
,Nifty Auto,      8746.85,      8726.05,      8726.05,      8580.00,      8675.15,-71.7
,Nifty Metal,      2945.80,      2936.05,      2936.05,      2864.50,      2880.65,-65.15
,Nifty Media,      2375.95,      2375.60,      2376.35,      2324.60,      2343.25,-32.7
,NIFTY SMLCAP 100,      6312.75,      6307.40,      6307.80,      6254.30,      6298.55,-14.2
,Nifty 200,      5756.05,      5750.05,      5750.05,      5705.40,      5742.10,-13.95
,Nifty Div Opps 50,      2576.45,      2574.35,      2574.75,      2552.50,      2570.25,-6.2
,Nifty Commodities,      3338.10,      3334.70,      3334.70,      3296.50,      3314.90,-23.2
,Nifty Consumption,      4853.80,      4849.85,      4850.20,      4798.75,      4839.85,-13.95
,Nifty Fin Service,     11717.35,     11704.80,     11706.95,     11630.80,     11670.10,-47.25
,Nifty50 Div Point,       114.65,       114.65,       114.65,       114.65,       114.65,0
,Nifty100 Liq 15,      3743.40,      3748.55,      3748.55,      3705.90,      3730.60,-12.8
,Nifty CPSE,      2006.00,      2008.70,      2010.70,      1991.35,      1996.25,-9.75
,Nifty GrowSect 15,      6252.70,      6258.60,      6260.40,      6196.60,      6246.70,-6
,Nifty50 PR 2x Lev,      4603.15,      4592.20,      4592.20,      4520.55,      4569.45,-33.7
,Nifty50 PR 1x Inv,       412.10,       412.65,       415.85,       412.65,       413.65,1.55
,Nifty50 TR 2x Lev,      5832.95,      5819.10,      5819.10,      5728.30,      5790.25,-42.7
,Nifty50 TR 1x Inv,       366.15,       366.65,       369.50,       366.65,       367.55,1.4
,Nifty50 Value 20,      5232.35,      5222.70,      5228.50,      5186.60,      5220.70,-11.65
,Nifty Mid Liq 15,      4048.20,      4041.45,      4063.95,      3983.75,      4058.90,10.7
,Nifty Pvt Bank,     15552.45,     15548.05,     15567.45,     15494.50,     15557.40,4.95
,NIFTY100 Qualty30,      2599.70,      2597.15,      2601.65,      2577.35,      2599.20,-.5
,Nifty GS 8 13Yr,      1814.73,      1815.10,      1818.03,      1815.10,      1817.48,2.75
,Nifty GS 10Yr,      1689.10,      1689.44,      1690.67,      1689.44,      1689.82,.72
,Nifty GS 10Yr Cln,       909.50,       909.50,       910.16,       909.50,       909.71,.21
,Nifty GS 4 8Yr,      1931.04,      1931.44,      1935.21,      1931.33,      1934.82,3.78
,Nifty GS 11 15Yr,      1898.60,      1898.99,      1901.80,      1898.99,      1901.63,3.03
,Nifty GS 15YrPlus,      2044.01,      2044.43,      2048.19,      2044.43,      2048.19,4.18
,Nifty GS Compsite,      1851.18,      1851.55,      1854.95,      1851.55,      1854.59,3.41

,ADVANCES,538
,DECLINES,1244
,UNCHANGED,100

,Total securities that have hit their price bands today,204

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      1237.70,      1235.15,-0.21,2042.65
,SUNPHARMA,EQ,       398.30,       418.95,5.18,1597.11
,KOTAKBANK,EQ,      1267.60,      1291.75,1.91,1174.2
,ASIANPAINT,EQ,      1422.10,      1406.95,-1.07,772.32
,YESBANK,EQ,       191.95,       192.20,0.13,733.44
,HDFC,EQ,      2004.45,      1979.40,-1.25,692.89
,MARUTI,EQ,      7208.40,      7068.85,-1.94,636.12
,TVSMOTOR,EQ,       538.25,       554.20,2.96,563.27
,ICICIBANK,EQ,       371.70,       369.05,-0.71,543.89
,AXISBANK,EQ,       660.30,       661.60,0.2,523.79
,INFY,EQ,       745.00,       745.35,0.05,497.49
,HDFCBANK,EQ,      2148.15,      2135.85,-0.57,469.95
,TCS,EQ,      1908.70,      1901.90,-0.36,467.58
,HAVELLS,EQ,       677.70,       711.85,5.04,416.61
,TATASTEEL,EQ,       471.70,       456.55,-3.21,411.58
,INDUSINDBK,EQ,      1507.60,      1501.60,-0.4,397.68
,BAJFINANCE,EQ,      2594.20,      2621.90,1.07,385.74
,JUSTDIAL,EQ,       474.40,       481.40,1.48,371.22
,M&M,EQ,       730.30,       708.50,-2.99,361.91
,MINDTREE,EQ,       881.75,       921.10,4.46,355.08
,JUBLFOOD,EQ,      1180.60,      1167.15,-1.14,342.22
,LT,EQ,      1314.55,      1301.15,-1.02,332.44
,SBIN,EQ,       292.45,       290.25,-0.75,327.84
,PAGEIND,EQ,     22954.20,     22590.55,-1.58,320.41
,HINDUNILVR,EQ,      1746.90,      1750.20,0.19,310.77

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,SUNPHARMA,EQ,       418.95,       398.30,5.18
,WIPRO,EQ,       346.50,       337.80,2.58
,TITAN,EQ,       982.65,       962.75,2.07
,KOTAKBANK,EQ,      1291.75,      1267.60,1.91
,DRREDDY,EQ,      2640.30,      2599.80,1.56

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,VEDL,EQ,       191.50,       198.45,-3.5
,TATASTEEL,EQ,       456.55,       471.70,-3.21
,M&M,EQ,       708.50,       730.30,-2.99
,ZEEL,EQ,       425.25,       436.65,-2.61
,HCLTECH,EQ,       940.75,       965.75,-2.59

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        40.70,                   188641.45,4626
,21STCENMGM,EQ,        22.10,                      928.20,42
,3IINFOTECH,EQ,         3.60,                  9771234.15,2715999
,3MINDIA,EQ,     20724.80,                 38785150.60,1862
,3PLAND,EQ,        10.95,                    15426.90,1388
,5PAISA,EQ,       251.05,                  4382677.90,17565
,63MOONS,EQ,        88.25,                 11621981.95,131634
,8KMILES,EQ,       137.85,                 42177630.65,301761
,A2ZINFRA,EQ,        12.30,                  2045605.40,167304
,AARON,SM,        42.00,                   126000.00,3000
,AARTIDRUGS,EQ,       603.95,                  3955172.20,6563
,AARTIIND,EQ,      1557.85,                 64272390.50,41631
,AARVEEDEN,EQ,        25.35,                   290635.20,11271
,AARVI,SM,        45.10,                    90200.00,2000
,AAVAS,EQ,       850.70,                  6482648.20,7646
,ABAN,EQ,        71.45,                 17106815.95,238881
,ABBOTINDIA,EQ,      8212.40,                  9707503.55,1183
,ABFRL,EQ,       203.00,                147077961.40,739069
,ABGSHIP,BZ,         1.95,                    64041.50,33165
,ABMINTLTD,EQ,        16.45,                      115.15,7
,ACCELYA,EQ,       930.85,                  1623843.40,1747
,ACCORD,SM,        25.50,                   151000.00,6000
,ACCURACY,SM,        60.95,                   368800.00,6400
,ACE,EQ,        90.95,                 11625893.60,127741
,ACEINTEG,SM,        25.50,                   240900.00,9000
,ADANIENT,EQ,       145.70,                326568620.20,2261667
,ADANIGAS,EQ,        96.90,                 44799573.40,462224
,ADANIGREEN,EQ,        37.75,                  9168983.00,243342
,ADANIPOWER,EQ,        51.30,                731164833.50,14364718
,ADANITRANS,EQ,       209.15,                 11546530.65,54338
,ADFFOODS,EQ,       262.05,                  7661814.05,29369
,ADHUNIK,EQ,         2.25,                    55508.40,25171
,ADHUNIKIND,EQ,        44.85,                    66385.20,1488
,ADLABS,EQ,         9.55,                  2415695.60,250912
,ADORWELD,EQ,       365.75,                  1329749.50,3620
,ADROITINFO,EQ,        18.20,                    24071.15,1345
,ADSL,EQ,        13.75,                   334253.50,24335
,ADVANIHOTR,EQ,        72.45,                   516524.65,7210
,ADVENZYMES,EQ,       164.30,                  7880903.50,47577
,AEGISCHEM,EQ,       198.00,                 11444825.90,57740
,AGARIND,EQ,       173.00,                   256944.05,1484
,AGCNET,EQ,       113.60,                   838636.45,7342
,AGLSL,EQ,        68.30,                   189901.40,2773
,AGRITECH,EQ,        58.80,                   456985.10,7734
,AGROPHOS,SM,        54.85,                  5876700.00,108000
,AHLEAST,EQ,       245.00,                   187617.25,759
,AHLUCONT,EQ,       299.15,                  1642938.50,5474
,AHLWEST,EQ,       297.05,                   104715.60,352
,AIAENG,EQ,      1664.95,                 59890347.65,35958
,AIFL,EQ,        21.60,                  1859933.20,85444
,AIONJSW,EQ,        37.55,                   987570.05,26536
,AISL,SM,        72.05,                  2899740.00,39600
,AJANTPHARM,EQ,      1166.45,                503577706.05,432766
,AJMERA,EQ,       170.55,                 11258959.90,64981
,AJOONI,SM,        27.25,                  4813600.00,184000
,AKSHARCHEM,EQ,       420.45,                   167762.40,399
,AKSHOPTFBR,EQ,        23.05,                 10326505.65,446019
,AKZOINDIA,EQ,      1726.60,                  2024065.25,1170
,ALANKIT,EQ,        27.70,                 19360600.35,705370
