symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-10-22,413717,138563,33.49
BEL,EQ,2009-10-22,48668,22383,45.99
BOSCHLTD,EQ,2009-10-22,22483,21928,97.53
CUMMINSIND,EQ,2009-10-22,114337,94532,82.68
DLF,EQ,2009-10-22,11640523,2310266,19.85
HINDALCO,EQ,2009-10-22,6850303,1739319,25.39
INDHOTEL,EQ,2009-10-22,1527050,815962,53.43
INDHOTEL,N4,2009-10-22,402,375,93.28
LT,EQ,2009-10-22,3311473,1703066,51.43
MARUTI,EQ,2009-10-22,1079433,575973,53.36
SBIN,EQ,2009-10-22,1993816,673799,33.79
SUZLON,EQ,2009-10-22,15003600,4005674,26.70
TRENT,EQ,2009-10-22,5317,5136,96.60
TRENT,W1,2009-10-22,293,293,100.00
