symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-10-01,284866,105191,36.93
BEL,EQ,2009-10-01,115548,54811,47.44
BOSCHLTD,EQ,2009-10-01,2400,1715,71.46
CUMMINSIND,EQ,2009-10-01,148814,57021,38.32
DLF,EQ,2009-10-01,11928373,2708686,22.71
HINDALCO,EQ,2009-10-01,6583568,2443859,37.12
INDHOTEL,EQ,2009-10-01,846580,392580,46.37
INDHOTEL,N4,2009-10-01,115,50,43.48
LT,EQ,2009-10-01,1109407,532804,48.03
MARUTI,EQ,2009-10-01,704599,255391,36.25
SBIN,EQ,2009-10-01,2925145,1112761,38.04
SUZLON,EQ,2009-10-01,17103048,4913287,28.73
TRENT,EQ,2009-10-01,10400,8809,84.70
