,06-Nov-2013
The Nifty witnessed an intraday movement of about 61 points.The closing index was 0.61 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 10931.46
, Traded Quantity (in Lakhs), 6848.04
, Number of Trades, 6073416
, Total Market Capitalisation (Rs. Crores), 6700853.17

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,      6253.15,      6260.55,      6269.70,      6208.70,      6215.15,-38
,CNX IT,      8724.10,      8766.90,      8865.50,      8766.90,      8843.05,118.95
,CNX Nifty Junior,     12311.65,     12312.70,     12390.15,     12238.05,     12252.40,-59.25
,BANK Nifty,     11498.90,     11510.40,     11510.40,     11269.95,     11292.55,-206.35
,CNX Midcap,      7726.25,      7732.55,      7791.75,      7708.30,      7720.20,-6.05
,CNX 500,      4808.20,      4813.10,      4827.50,      4781.05,      4784.65,-23.55
,CNX 100,      6136.25,      6142.50,      6155.50,      6094.20,      6100.15,-36.1
,Nifty Midcap 50,      2156.20,      2158.85,      2174.80,      2142.05,      2147.00,-9.2
,CNX Realty,       178.25,       178.95,       181.10,       174.35,       174.85,-3.4
,CNX Infra,      2385.50,      2385.45,      2409.00,      2380.25,      2387.45,1.95
,CNX Energy,      8032.10,      8030.80,      8086.95,      7974.65,      8002.35,-29.75
,CNX FMCG,     17040.25,     17045.20,     17136.35,     16931.05,     16949.75,-90.5
,CNX MNC,      5991.75,      5974.60,      5991.90,      5928.45,      5937.05,-54.7
,CNX Pharma,      7413.30,      7419.90,      7508.60,      7394.70,      7476.90,63.6
,CNX PSE,      2606.40,      2604.05,      2625.60,      2603.45,      2611.90,5.5
,CNX PSU Bank,      2630.25,      2624.20,      2646.50,      2526.85,      2535.50,-94.75
,CNX Service,      7638.75,      7652.15,      7667.60,      7588.25,      7599.80,-38.95
,India VIX,        19.94,        19.94,        20.46,        18.55,        20.25,.31
,CNX AUTO,      5248.05,      5260.00,      5278.90,      5209.65,      5216.75,-31.3
,CNX Metal,      2325.25,      2320.40,      2333.60,      2293.80,      2295.90,-29.35
,CNX Media,      1817.25,      1821.45,      1823.05,      1787.55,      1791.80,-25.45
,CNX Smallcap,      3189.20,      3198.90,      3228.45,      3184.00,      3188.35,-.85
,CNX 200,      3105.90,      3109.05,      3117.00,      3085.70,      3088.55,-17.35
,CNX Dividend Oppt,      1611.20,      1611.00,      1616.30,      1601.05,      1602.65,-8.55
,CNX Commodities,      2263.95,      2261.40,      2270.65,      2246.80,      2249.90,-14.05
,CNX Consumption,      2594.00,      2593.85,      2598.30,      2575.35,      2579.65,-14.35
,CNX Finance,      4824.85,      4825.95,      4825.95,      4731.15,      4741.80,-83.05
,Nifty Dividend,        79.53,        80.10,        80.10,        80.10,        80.10,.57
,LIX 15,      2581.60,      2578.40,      2590.10,      2531.65,      2536.60,-45

,ADVANCES,713
,DECLINES,635
,UNCHANGED,94

,Total securities that have hit their price bands today,144

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,      1875.95,      1809.55,-3.54,426.13
,ICICIBANK,EQ,      1096.00,      1080.40,-1.42,301.29
,AXISBANK,EQ,      1227.00,      1213.00,-1.14,290.9
,HDFC,EQ,       859.45,       838.95,-2.39,268.36
,TATAMOTORS,EQ,       395.30,       391.05,-1.08,257.21
,BHEL,EQ,       142.25,       140.35,-1.34,248.83
,YESBANK,EQ,       375.85,       368.40,-1.98,233.69
,TECHM,EQ,      1519.10,      1573.20,3.56,228.52
,RELIANCE,EQ,       909.70,       898.60,-1.22,198.7
,ITC,EQ,       319.00,       318.70,-0.09,194.2
,BHARTIARTL,EQ,       359.60,       355.60,-1.11,189.33
,TCS,EQ,      2042.00,      2091.10,2.4,173.88
,JUBLFOOD,EQ,      1362.00,      1303.25,-4.31,154.25
,INFY,EQ,      3265.85,      3306.15,1.23,152.86
,BANKINDIA,EQ,       238.05,       230.70,-3.09,152.62
,TATASTEEL,EQ,       338.95,       333.30,-1.67,145.87
,RANBAXY,EQ,       400.50,       408.15,1.91,142.24
,ABB,EQ,       627.70,       644.70,2.71,140.34
,DLF,EQ,       160.80,       155.90,-3.05,132.44
,IDEA,EQ,       164.95,       166.50,0.94,128.92
,SUNPHARMA,EQ,       591.85,       602.40,1.78,126.14
,MCDOWELL-N,EQ,      2552.55,      2490.60,-2.43,124.97
,BANKBARODA,EQ,       663.70,       643.35,-3.07,124.31
,LT,EQ,       967.40,       963.80,-0.37,118.95
,SSLT,EQ,       202.20,       197.10,-2.52,115.8

,Top Five CNX Nifty Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,NTPC,EQ,       152.60,       147.25,3.63
,TCS,EQ,      2091.10,      2042.00,2.4
,RANBAXY,EQ,       408.15,       400.50,1.91
,SUNPHARMA,EQ,       602.40,       591.85,1.78
,INFY,EQ,      3306.15,      3265.85,1.23

,Top Five CNX Nifty Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,PNB,EQ,       560.25,       583.10,-3.92
,SBIN,EQ,      1809.55,      1875.95,-3.54
,JPASSOCIAT,EQ,        47.75,        49.40,-3.34
,BANKBARODA,EQ,       643.35,       663.70,-3.07
,DLF,EQ,       155.90,       160.80,-3.05

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        35.20,                  3690622.30,104501
,3IINFOTECH,BE,         6.00,                  2046241.40,339541
,3MINDIA,EQ,      3300.00,                   378638.90,115
,A2ZMES,EQ,        10.30,                  1940548.75,186545
,AARTIDRUGS,EQ,       209.70,                  1535355.90,7356
,AARTIIND,EQ,        80.45,                   470437.65,5769
,AARVEEDEN,EQ,        34.45,                    16436.75,470
,ABAN,EQ,       261.95,                142710753.15,538917
,ABB,EQ,       644.70,               1403407422.40,2111642
,ABBOTINDIA,EQ,      1349.95,                  1490489.20,1102
,ABCIL,BE,       100.05,                   441264.45,4484
,ABGSHIP,EQ,       285.10,                  5682732.60,19706
,ACCELYA,EQ,       600.75,                  4966797.70,8276
,ACE,EQ,        13.00,                  1468654.35,113465
,ACROPETAL,BE,         5.70,                    62435.90,11044
,ADANIPOWER,EQ,        35.45,                214987197.75,5995459
,ADFFOODS,EQ,        52.80,                  2222671.40,42463
,ADHUNIK,BE,        27.05,                   514092.90,18954
,ADORWELD,EQ,       109.65,                   353555.15,3211
,ADSL,BE,        19.20,                   220686.40,11383
,ADVANIHOTR,EQ,        28.40,                    28400.00,1000
,ADVANTA,EQ,       114.30,                   775468.85,6742
,AEGISCHEM,EQ,       160.40,                  8008736.75,49217
,AFL,EQ,        27.85,                   257428.85,9388
,AFTEK,BE,         3.70,                   185327.05,50085
,AGCNET,EQ,        77.05,                    64773.15,833
,AGRODUTCH,EQ,         1.90,                     2149.75,1105
,AHLEAST,EQ,       140.00,                     3540.00,26
,AHLUCONT,BE,        25.80,                    15703.00,610
,AHLWEST,EQ,       103.00,                   114021.00,1107
,AHMEDFORGE,EQ,        99.05,                  5768498.85,58997
,AIAENG,EQ,       429.75,                 27158003.25,61941
,AIL,EQ,       355.55,                 17450737.65,48045
,AJANTPHARM,EQ,       927.10,                120636144.45,130674
,AJMERA,EQ,        55.55,                  1414129.70,24998
,AKSHOPTFBR,EQ,        14.60,                   216512.80,14818
,AKZOINDIA,EQ,       845.65,                  3182923.45,3746
,ALBK,EQ,        92.70,                395887848.55,4178895
,ALCHEM,EQ,        47.20,                   133652.05,2880
,ALEMBICLTD,EQ,        15.20,                  3735634.40,246718
,ALICON,EQ,        63.80,                    30046.00,476
,ALKALI,EQ,        18.60,                   203986.65,11152
,ALLCARGO,EQ,        97.40,                   532891.65,5471
,ALLSEC,BE,        30.80,                     6160.00,200
,ALMONDZ,EQ,         8.60,                     2580.00,300
,ALOKTEXT,EQ,         8.00,                 17499963.50,2169115
,ALPA,BE,         6.00,                     3613.50,590
,ALPHAGEO,BE,        48.75,                   118865.90,2469
,ALPSINDUS,EQ,         1.65,                     4379.10,2654
,ALSTOMT&D,EQ,       170.80,                 12864899.20,75669
,AMAR,BE,         7.50,                    58641.80,7806
,AMARAJABAT,EQ,       307.70,                 30316030.15,97819
,AMARJOTHI,EQ,        46.50,                     9300.00,200
,AMBIKCO,EQ,       243.00,                    86491.00,359
,AMDIND,EQ,        12.10,                       12.10,1
,AMRUTANJAN,EQ,       115.30,                  1659017.95,14194
,AMTEKAUTO,EQ,        71.15,                 14099033.65,195846
,AMTEKINDIA,EQ,        68.45,                   723873.65,10499
,ANANTRAJ,EQ,        55.15,                 38415795.60,687523
,ANDHRABANK,EQ,        66.60,                474657906.65,6923215
,ANDHRACEMT,EQ,         5.10,                    16335.40,3154
,ANDHRSUGAR,EQ,       106.15,                   917528.45,8618
,ANIKINDS,BE,        22.75,                    53970.75,2389
,ANKITMETAL,EQ,        13.25,                    42125.00,3300
,ANSALAPI,EQ,        19.45,                  2683617.15,137204
,ANSALHSG,EQ,        17.70,                   314935.10,17669
,ANTGRAPHIC,EQ,          .20,                     7030.00,35150
,APARINDS,EQ,       126.55,                  1962350.75,15578
,APCOTEXIND,EQ,       127.50,                   615424.70,4810
,APLAB,BE,        22.00,                    15430.00,700
,APLAPOLLO,EQ,       155.00,                   365151.80,2359
