symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2026-01-05,101498,54127,53.33
ADANIPORTS,EQ,2026-01-05,790039,375885,47.58
BEL,EQ,2026-01-05,26097635,11530241,44.18
BOSCHLTD,EQ,2026-01-05,47881,10741,22.43
CUMMINSIND,EQ,2026-01-05,492433,245757,49.91
DIXON,EQ,2026-01-05,434173,106617,24.56
DLF,EQ,2026-01-05,4016984,1871572,46.59
DMART,EQ,2026-01-05,567365,247495,43.62
ETERNAL,EQ,2026-01-05,19328131,11445445,59.22
HAL,EQ,2026-01-05,1256096,482065,38.38
HINDALCO,EQ,2026-01-05,5278463,3394618,64.31
INDHOTEL,EQ,2026-01-05,1693043,892046,52.69
INDIGO,EQ,2026-01-05,634271,390002,61.49
LENSKART,EQ,2026-01-05,743400,305149,41.05
LT,EQ,2026-01-05,1167460,763912,65.43
MANAPPURAM,EQ,2026-01-05,3775651,1763007,46.69
MARUTI,EQ,2026-01-05,305668,143652,47.00
PAYTM,EQ,2026-01-05,1685394,795625,47.21
PGEL,EQ,2026-01-05,8409335,1153866,13.72
SBIN,EQ,2026-01-05,11259060,6742218,59.88
SUZLON,EQ,2026-01-05,40693570,19003074,46.70
TRENT,EQ,2026-01-05,509791,206704,40.55
