symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2017-11-07,37681,22078,58.59
ADANIPORTS,EQ,2017-11-07,3989010,2947365,73.89
BEL,EQ,2017-11-07,4461563,2312402,51.83
BOSCHLTD,EQ,2017-11-07,15975,10475,65.57
CUMMINSIND,EQ,2017-11-07,299440,176542,58.96
DIXON,EQ,2017-11-07,13244,6959,52.54
DLF,EQ,2017-11-07,7315132,1669444,22.82
DMART,EQ,2017-11-07,507726,233435,45.98
HINDALCO,EQ,2017-11-07,8882930,3955820,44.53
INDHOTEL,EQ,2017-11-07,1750190,1416516,80.93
INDIGO,EQ,2017-11-07,412737,191125,46.31
LT,EQ,2017-11-07,1658527,1101620,66.42
MANAPPURAM,EQ,2017-11-07,9176527,2585391,28.17
MARUTI,EQ,2017-11-07,348296,196157,56.32
PGEL,EQ,2017-11-07,58549,41630,71.10
SBIN,EQ,2017-11-07,21883541,6722381,30.72
SBIN,N2,2017-11-07,189,189,100.00
SBIN,N5,2017-11-07,255,255,100.00
SUZLON,EQ,2017-11-07,45203246,16814681,37.20
TRENT,EQ,2017-11-07,47687,27254,57.15
