symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2020-06-09,852.80,878.40,-0.0296,0.0204,0.0205,0.3917
ADANIPORTS,2020-06-09,346.05,343.30,0.0080,0.0282,0.0281,0.5368
BEL,2020-06-09,73.05,74.65,-0.0217,0.0313,0.0313,0.5980
BOSCHLTD,2020-06-09,11189.35,11353.80,-0.0146,0.0258,0.0258,0.4929
CUMMINSIND,2020-06-09,390.40,399.20,-0.0223,0.0217,0.0217,0.4146
DIXON,2020-06-09,5040.25,5010.00,0.0060,0.0300,0.0299,0.5712
DLF,2020-06-09,153.35,152.95,0.0026,0.0365,0.0364,0.6954
DMART,2020-06-09,2390.15,2459.35,-0.0285,0.0259,0.0259,0.4948
HAL,2020-06-09,655.70,660.00,-0.0065,0.0211,0.0211,0.4031
HINDALCO,2020-06-09,142.60,146.35,-0.0260,0.0365,0.0365,0.6973
INDHOTEL,2020-06-09,89.15,89.20,-0.0006,0.0290,0.0289,0.5521
INDIGO,2020-06-09,1080.35,1117.30,-0.0336,0.0289,0.0289,0.5521
LT,2020-06-09,953.30,961.35,-0.0084,0.0255,0.0254,0.4853
MANAPPURAM,2020-06-09,139.00,138.10,0.0065,0.0432,0.0431,0.8234
MARUTI,2020-06-09,5662.45,5734.80,-0.0127,0.0301,0.0300,0.5731
PGEL,2020-06-09,42.90,45.50,-0.0588,0.0442,0.0443,0.8464
SBIN,2020-06-09,184.45,186.80,-0.0127,0.0304,0.0303,0.5789
SUZLON,2020-06-09,4.31,3.95,0.0872,0.0481,0.0484,0.9247
TRENT,2020-06-09,555.95,564.35,-0.0150,0.0330,0.0329,0.6286
