symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-04-28,321316,58165,18.10
BEL,EQ,2009-04-28,40849,27235,66.67
BOSCHLTD,EQ,2009-04-28,1913,1655,86.51
CUMMINSIND,EQ,2009-04-28,18169,9702,53.40
DLF,EQ,2009-04-28,12512617,1747793,13.97
HINDALCO,EQ,2009-04-28,6327351,2393539,37.83
INDHOTEL,EQ,2009-04-28,514997,344859,66.96
LT,EQ,2009-04-28,4085859,1282268,31.38
MARUTI,EQ,2009-04-28,1269732,432514,34.06
SBIN,EQ,2009-04-28,2692394,385603,14.32
SUZLON,EQ,2009-04-28,32086014,6903358,21.52
TRENT,EQ,2009-04-28,843,655,77.70
