symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-04-08,493082,208800,42.35
BEL,EQ,2009-04-08,93557,62533,66.84
BOSCHLTD,EQ,2009-04-08,1227,986,80.36
CUMMINSIND,EQ,2009-04-08,59233,32289,54.51
DLF,EQ,2009-04-08,20913995,3511506,16.79
HINDALCO,EQ,2009-04-08,15897043,6507108,40.93
INDHOTEL,EQ,2009-04-08,1947009,1246303,64.01
INDHOTEL,N4,2009-04-08,1257,1157,92.04
LT,EQ,2009-04-08,6108232,2490704,40.78
MARUTI,EQ,2009-04-08,1223929,475157,38.82
SBIN,EQ,2009-04-08,4074911,1034659,25.39
SUZLON,EQ,2009-04-08,45768596,9293271,20.30
TRENT,EQ,2009-04-08,528,225,42.61
