symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-04-15,820517,307965,37.53
BEL,EQ,2009-04-15,136435,105254,77.15
BOSCHLTD,EQ,2009-04-15,4373,3484,79.67
CUMMINSIND,EQ,2009-04-15,930204,816518,87.78
DLF,EQ,2009-04-15,24946323,4005798,16.06
HINDALCO,EQ,2009-04-15,24749818,13458448,54.38
INDHOTEL,EQ,2009-04-15,1628997,1020483,62.64
INDHOTEL,N4,2009-04-15,31,13,41.94
LT,EQ,2009-04-15,5130630,1805564,35.19
MARUTI,EQ,2009-04-15,1421209,756968,53.26
SBIN,EQ,2009-04-15,4606891,1339807,29.08
SUZLON,EQ,2009-04-15,48591648,10724372,22.07
TRENT,EQ,2009-04-15,22594,4562,20.19
