symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-06-18,1311.30,1315.35,-0.0031,0.0186,,0.3439
ADANIPORTS,2015-06-18,311.00,311.00,0.0000,0.0234,,0.4337
BEL,2015-06-18,3368.40,3302.50,0.0198,0.0236,,0.4471
BOSCHLTD,2015-06-18,21096.00,20848.30,0.0118,0.0232,,0.4337
CUMMINSIND,2015-06-18,904.85,892.30,0.0140,0.0173,,0.3267
DLF,2015-06-18,106.90,108.55,-0.0153,0.0217,,0.4088
HINDALCO,2015-06-18,120.00,118.55,0.0122,0.0191,,0.3592
INDHOTEL,2015-06-18,98.20,98.45,-0.0025,0.0218,,0.4031
LT,2015-06-18,1717.15,1710.85,0.0037,0.0152,,0.2828
MANAPPURAM,2015-06-18,29.40,28.15,0.0434,0.0245,,0.4967
MARUTI,2015-06-18,3861.10,3808.75,0.0137,0.0124,,0.2388
PGEL,2015-06-18,79.95,79.65,0.0038,0.0459,,0.8502
SBIN,2015-06-18,258.10,255.10,0.0117,0.0179,,0.3362
SUZLON,2015-06-18,22.45,21.75,0.0317,0.0308,,0.5903
TRENT,2015-06-18,1191.45,1198.30,-0.0057,0.0270,,0.5006
