symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-06-25,427266,217508,50.91
BEL,EQ,2009-06-25,86650,43731,50.47
BOSCHLTD,EQ,2009-06-25,2050,1442,70.34
CUMMINSIND,EQ,2009-06-25,153115,83476,54.52
DLF,BL,2009-06-25,293706,293706,100.00
DLF,EQ,2009-06-25,14364546,3688496,25.68
HINDALCO,BL,2009-06-25,769230,769230,100.00
HINDALCO,EQ,2009-06-25,11650157,4582043,39.33
INDHOTEL,EQ,2009-06-25,2210392,865237,39.14
LT,BL,2009-06-25,362304,362304,100.00
LT,EQ,2009-06-25,3106209,1365502,43.96
MARUTI,BL,2009-06-25,99234,99234,100.00
MARUTI,EQ,2009-06-25,584588,269530,46.11
SBIN,BL,2009-06-25,196470,196470,100.00
SBIN,EQ,2009-06-25,2418462,851013,35.19
SUZLON,EQ,2009-06-25,66885125,13939082,20.84
TRENT,EQ,2009-06-25,2098,1944,92.66
TRENT,N1,2009-06-25,4,2,50.00
