symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-06-19,303283,70678,23.30
BEL,EQ,2009-06-19,44325,18565,41.88
BOSCHLTD,EQ,2009-06-19,3662,2389,65.24
CUMMINSIND,EQ,2009-06-19,38514,15363,39.89
DLF,EQ,2009-06-19,15400771,1701073,11.05
HINDALCO,EQ,2009-06-19,9570296,2682740,28.03
INDHOTEL,EQ,2009-06-19,4047426,2087729,51.58
INDHOTEL,N4,2009-06-19,282,211,74.82
INDHOTEL,W1,2009-06-19,677,665,98.23
LT,EQ,2009-06-19,2366878,718654,30.36
MARUTI,EQ,2009-06-19,410019,174520,42.56
SBIN,EQ,2009-06-19,2137291,377124,17.64
SUZLON,EQ,2009-06-19,76549643,13682172,17.87
TRENT,EQ,2009-06-19,2565,1891,73.72
