symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-06-09,385915,131640,34.11
BEL,EQ,2009-06-09,88437,37137,41.99
BOSCHLTD,EQ,2009-06-09,7441,6793,91.29
CUMMINSIND,EQ,2009-06-09,232074,140575,60.57
DLF,EQ,2009-06-09,23444038,4429961,18.90
HINDALCO,EQ,2009-06-09,9735212,3056561,31.40
INDHOTEL,EQ,2009-06-09,3735223,1786146,47.82
INDHOTEL,N4,2009-06-09,445,350,78.65
INDHOTEL,W1,2009-06-09,1025,1025,100.00
LT,EQ,2009-06-09,3824570,1507918,39.43
MARUTI,EQ,2009-06-09,560514,244244,43.58
SBIN,EQ,2009-06-09,2742434,1143927,41.71
SUZLON,EQ,2009-06-09,79853861,11145002,13.96
TRENT,EQ,2009-06-09,1116,916,82.08
TRENT,W1,2009-06-09,1,1,100.00
