symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2012-05-04,770.30,793.35,-0.0295,0.0158,,0.3229
ADANIPORTS,2012-05-04,124.10,124.95,-0.0068,0.0216,,0.4012
BEL,2012-05-04,1425.40,1445.65,-0.0141,0.0118,,0.2293
BOSCHLTD,2012-05-04,8586.35,8639.20,-0.0061,0.0181,,0.3362
CUMMINSIND,2012-05-04,476.75,489.25,-0.0259,0.0129,,0.2675
DLF,2012-05-04,182.50,187.30,-0.0260,0.0238,,0.4566
HINDALCO,2012-05-04,115.90,118.80,-0.0247,0.0241,,0.4604
INDHOTEL,2012-05-04,60.75,61.30,-0.0090,0.0186,,0.3477
LT,2012-05-04,1147.15,1199.30,-0.0445,0.0183,,0.3974
MANAPPURAM,2012-05-04,26.20,28.00,-0.0664,0.0402,,0.8062
MARUTI,2012-05-04,1281.30,1290.00,-0.0068,0.0180,,0.3343
PGEL,2012-05-04,196.00,199.70,-0.0187,0.0353,,0.6591
SBIN,2012-05-04,1996.25,2084.10,-0.0431,0.0183,,0.3936
SUZLON,2012-05-04,22.05,21.60,0.0206,0.0281,,0.5292
TRENT,2012-05-04,887.10,901.25,-0.0158,0.0164,,0.3133
