symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2011-10-10,86653,32224,37.19
BEL,EQ,2011-10-10,5717,3962,69.30
BOSCHLTD,EQ,2011-10-10,6595,5950,90.22
CUMMINSIND,EQ,2011-10-10,209502,173315,82.73
DLF,EQ,2011-10-10,7800952,1954123,25.05
HINDALCO,EQ,2011-10-10,13395507,6356380,47.45
INDHOTEL,EQ,2011-10-10,345882,237513,68.67
LT,EQ,2011-10-10,1480833,549879,37.13
MANAPPURAM,EQ,2011-10-10,253572,134920,53.21
MARUTI,EQ,2011-10-10,709266,330276,46.57
PGEL,EQ,2011-10-10,364485,67647,18.56
SBIN,EQ,2011-10-10,3268992,1585212,48.49
SBIN,N2,2011-10-10,71,71,100.00
SBIN,N3,2011-10-10,68,43,63.24
SBIN,N5,2011-10-10,4118,4073,98.91
SUZLON,EQ,2011-10-10,10313382,2502447,24.26
TRENT,EQ,2011-10-10,5915,4193,70.89
TRENT,Q2,2011-10-10,1633,1616,98.96
