symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-10-09,548.40,540.30,0.0149,0.0281,,0.5254
ADANIPORTS,2013-10-09,145.80,144.50,0.0090,0.0239,,0.4451
BEL,2013-10-09,1083.00,1086.10,-0.0029,0.0147,,0.2732
BOSCHLTD,2013-10-09,8841.20,8863.25,-0.0025,0.0140,,0.2598
CUMMINSIND,2013-10-09,401.65,400.95,0.0017,0.0127,,0.2350
DLF,2013-10-09,147.25,138.80,0.0591,0.0432,,0.8464
HINDALCO,2013-10-09,119.60,119.45,0.0013,0.0305,,0.5655
INDHOTEL,2013-10-09,48.20,48.40,-0.0041,0.0216,,0.4012
LT,2013-10-09,845.15,828.40,0.0200,0.0275,,0.5177
MANAPPURAM,2013-10-09,15.50,15.60,-0.0064,0.0312,,0.5789
MARUTI,2013-10-09,1398.50,1406.60,-0.0058,0.0208,,0.3859
PGEL,2013-10-09,140.70,149.85,-0.0630,0.0633,,1.2093
SBIN,2013-10-09,1609.00,1607.55,0.0009,0.0261,,0.4834
SUZLON,2013-10-09,6.95,6.80,0.0218,0.0237,,0.4509
TRENT,2013-10-09,926.90,928.95,-0.0022,0.0114,,0.2121
