symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-10-11,561.25,543.05,0.0330,0.0268,,0.5197
ADANIPORTS,2013-10-11,150.40,145.80,0.0311,0.0226,,0.4432
BEL,2013-10-11,1089.45,1098.90,-0.0086,0.0143,,0.2675
BOSCHLTD,2013-10-11,8717.55,8774.40,-0.0065,0.0133,,0.2484
CUMMINSIND,2013-10-11,402.35,402.95,-0.0015,0.0120,,0.2216
DLF,2013-10-11,154.70,149.45,0.0345,0.0431,,0.8139
HINDALCO,2013-10-11,114.25,117.05,-0.0242,0.0292,,0.5521
INDHOTEL,2013-10-11,48.30,48.05,0.0052,0.0204,,0.3783
LT,2013-10-11,882.95,845.70,0.0431,0.0263,,0.5273
MANAPPURAM,2013-10-11,15.10,15.40,-0.0197,0.0294,,0.5521
MARUTI,2013-10-11,1464.00,1421.10,0.0297,0.0200,,0.3955
PGEL,2013-10-11,143.80,140.55,0.0229,0.0614,,1.1425
SBIN,2013-10-11,1652.80,1632.95,0.0121,0.0248,,0.4623
SUZLON,2013-10-11,6.95,6.95,0.0000,0.0229,,0.4241
TRENT,2013-10-11,921.65,920.60,0.0011,0.0109,,0.2025
