symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2023-02-17,3136.10,3188.40,-0.0165,0.0202,0.0202,0.3859
ADANIPORTS,2023-02-17,578.65,577.20,0.0025,0.0312,0.0311,0.5942
BEL,2023-02-17,96.45,97.75,-0.0134,0.0209,0.0209,0.3993
BOSCHLTD,2023-02-17,18014.25,18135.35,-0.0067,0.0169,0.0168,0.3210
CUMMINSIND,2023-02-17,1618.70,1644.30,-0.0157,0.0180,0.0180,0.3439
DIXON,2023-02-17,2736.30,2726.25,0.0037,0.0263,0.0263,0.5025
DLF,2023-02-17,364.55,371.70,-0.0194,0.0227,0.0227,0.4337
DMART,2023-02-17,3545.00,3541.70,0.0009,0.0189,0.0188,0.3592
HAL,2023-02-17,2639.20,2665.45,-0.0099,0.0216,0.0216,0.4127
HINDALCO,2023-02-17,429.50,434.70,-0.0120,0.0252,0.0252,0.4814
INDHOTEL,2023-02-17,318.10,321.95,-0.0120,0.0229,0.0228,0.4356
INDIGO,2023-02-17,1882.20,1897.30,-0.0080,0.0215,0.0214,0.4088
LT,2023-02-17,2226.35,2178.40,0.0218,0.0152,0.0152,0.2904
MANAPPURAM,2023-02-17,108.80,111.40,-0.0236,0.0240,0.0240,0.4585
MARUTI,2023-02-17,8807.75,8805.10,0.0003,0.0163,0.0163,0.3114
PAYTM,2023-02-17,626.80,628.90,-0.0033,0.0319,0.0318,0.6075
PGEL,2023-02-17,1324.55,1274.75,0.0383,0.0329,0.0329,0.6286
SBIN,2023-02-17,531.00,540.10,-0.0170,0.0181,0.0181,0.3458
SUZLON,2023-02-17,8.90,8.90,0.0000,0.0398,0.0397,0.7585
TRENT,2023-02-17,1360.65,1363.10,-0.0018,0.0214,0.0214,0.4088
