symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-07-12,1725.90,1713.50,0.0072,0.0199,0.0198,0.3783
ADANIPORTS,2021-07-12,718.05,728.50,-0.0144,0.0276,0.0275,0.5254
BEL,2021-07-12,183.85,180.85,0.0165,0.0268,0.0268,0.5120
BOSCHLTD,2021-07-12,15221.35,15184.05,0.0025,0.0223,0.0223,0.4260
CUMMINSIND,2021-07-12,856.75,862.00,-0.0061,0.0220,0.0219,0.4184
DIXON,2021-07-12,4551.15,4585.10,-0.0074,0.0268,0.0268,0.5120
DLF,2021-07-12,310.95,300.35,0.0347,0.0306,0.0306,0.5846
DMART,2021-07-12,3348.90,3377.65,-0.0085,0.0214,0.0214,0.4088
HAL,2021-07-12,1111.55,1118.50,-0.0062,0.0244,0.0243,0.4643
HINDALCO,2021-07-12,388.35,390.05,-0.0044,0.0291,0.0291,0.5560
INDHOTEL,2021-07-12,147.95,148.00,-0.0003,0.0268,0.0268,0.5120
INDIGO,2021-07-12,1812.45,1809.30,0.0017,0.0245,0.0245,0.4681
LT,2021-07-12,1500.75,1499.60,0.0008,0.0195,0.0195,0.3725
MANAPPURAM,2021-07-12,183.70,177.60,0.0338,0.0287,0.0287,0.5483
MARUTI,2021-07-12,7470.15,7425.70,0.0060,0.0209,0.0209,0.3993
PGEL,2021-07-12,415.90,417.55,-0.0040,0.0397,0.0396,0.7566
SBIN,2021-07-12,427.45,423.75,0.0087,0.0253,0.0252,0.4814
SUZLON,2021-07-12,8.30,8.50,-0.0238,0.0409,0.0409,0.7814
TRENT,2021-07-12,899.25,905.30,-0.0067,0.0260,0.0259,0.4948
