symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-07-06,1757.60,1773.75,-0.0091,0.0200,0.0199,0.3802
ADANIPORTS,2021-07-06,712.70,710.05,0.0037,0.0278,0.0277,0.5292
BEL,2021-07-06,181.05,179.20,0.0103,0.0271,0.0270,0.5158
BOSCHLTD,2021-07-06,15378.90,15716.25,-0.0217,0.0225,0.0225,0.4299
CUMMINSIND,2021-07-06,869.35,880.60,-0.0129,0.0221,0.0221,0.4222
DIXON,2021-07-06,4609.90,4609.25,0.0001,0.0271,0.0270,0.5158
DLF,2021-07-06,290.90,293.70,-0.0096,0.0307,0.0306,0.5846
DMART,2021-07-06,3364.35,3360.65,0.0011,0.0216,0.0216,0.4127
HAL,2021-07-06,1100.65,1062.15,0.0356,0.0243,0.0243,0.4643
HINDALCO,2021-07-06,385.35,389.55,-0.0108,0.0293,0.0292,0.5579
INDHOTEL,2021-07-06,147.45,146.75,0.0048,0.0270,0.0269,0.5139
INDIGO,2021-07-06,1768.70,1756.00,0.0072,0.0247,0.0247,0.4719
LT,2021-07-06,1505.50,1507.95,-0.0016,0.0197,0.0197,0.3764
MANAPPURAM,2021-07-06,176.45,176.65,-0.0011,0.0289,0.0288,0.5502
MARUTI,2021-07-06,7514.80,7599.40,-0.0112,0.0211,0.0211,0.4031
PGEL,2021-07-06,425.35,428.10,-0.0064,0.0401,0.0400,0.7642
SBIN,2021-07-06,429.75,432.65,-0.0067,0.0255,0.0254,0.4853
SUZLON,2021-07-06,8.75,9.25,-0.0556,0.0410,0.0411,0.7852
TRENT,2021-07-06,901.85,901.95,-0.0001,0.0262,0.0261,0.4986
