symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2025-04-01,5398.90,5546.10,-0.0269,0.0233,0.0233,0.4451
ADANIPORTS,2025-04-01,1174.70,1182.90,-0.0070,0.0247,0.0246,0.4700
BEL,2025-04-01,292.00,301.30,-0.0314,0.0228,0.0228,0.4356
BOSCHLTD,2025-04-01,27883.95,28358.35,-0.0169,0.0153,0.0153,0.2923
CUMMINSIND,2025-04-01,3010.10,3051.80,-0.0138,0.0211,0.0210,0.4012
DIXON,2025-04-01,12924.05,13179.50,-0.0196,0.0267,0.0267,0.5101
DLF,2025-04-01,663.10,680.50,-0.0259,0.0207,0.0207,0.3955
DMART,2025-04-01,4003.60,4083.10,-0.0197,0.0189,0.0189,0.3611
HAL,2025-04-01,4223.60,4177.35,0.0110,0.0248,0.0247,0.4719
HINDALCO,2025-04-01,663.75,682.45,-0.0278,0.0191,0.0191,0.3649
INDHOTEL,2025-04-01,805.75,787.55,0.0228,0.0204,0.0204,0.3897
INDIGO,2025-04-01,5028.00,5115.35,-0.0172,0.0182,0.0182,0.3477
LT,2025-04-01,3436.80,3492.25,-0.0160,0.0162,0.0162,0.3095
MANAPPURAM,2025-04-01,232.10,232.75,-0.0028,0.0270,0.0269,0.5139
MARUTI,2025-04-01,11481.00,11522.15,-0.0036,0.0137,0.0137,0.2617
PAYTM,2025-04-01,801.10,783.45,0.0223,0.0350,0.0350,0.6687
PGEL,2025-04-01,901.60,916.60,-0.0165,0.0361,0.0361,0.6897
SBIN,2025-04-01,771.70,771.50,0.0003,0.0162,0.0162,0.3095
SUZLON,2025-04-01,55.75,56.65,-0.0160,0.0301,0.0301,0.5751
TRENT,2025-04-01,5576.75,5325.00,0.0462,0.0233,0.0235,0.4490
