symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2025-04-02,5313.15,5398.90,-0.0160,0.0233,0.0233,0.4451
ADANIPORTS,2025-04-02,1195.50,1174.70,0.0176,0.0246,0.0246,0.4700
BEL,2025-04-02,282.40,292.00,-0.0334,0.0228,0.0229,0.4375
BOSCHLTD,2025-04-02,28026.35,27883.95,0.0051,0.0153,0.0152,0.2904
CUMMINSIND,2025-04-02,3051.50,3010.10,0.0137,0.0210,0.0210,0.4012
DIXON,2025-04-02,13450.65,12924.05,0.0399,0.0267,0.0268,0.5120
DLF,2025-04-02,683.15,663.10,0.0298,0.0207,0.0208,0.3974
DMART,2025-04-02,4121.25,4003.60,0.0290,0.0189,0.0190,0.3630
HAL,2025-04-02,4234.40,4223.60,0.0026,0.0247,0.0247,0.4719
HINDALCO,2025-04-02,661.20,663.75,-0.0038,0.0191,0.0191,0.3649
INDHOTEL,2025-04-02,830.15,805.75,0.0298,0.0204,0.0204,0.3897
INDIGO,2025-04-02,5068.25,5028.00,0.0080,0.0182,0.0182,0.3477
LT,2025-04-02,3419.95,3436.80,-0.0049,0.0162,0.0162,0.3095
MANAPPURAM,2025-04-02,234.30,232.10,0.0094,0.0269,0.0268,0.5120
MARUTI,2025-04-02,11716.10,11481.00,0.0203,0.0137,0.0137,0.2617
PAYTM,2025-04-02,817.95,801.10,0.0208,0.0350,0.0349,0.6668
PGEL,2025-04-02,916.55,901.60,0.0164,0.0361,0.0360,0.6878
SBIN,2025-04-02,775.95,771.70,0.0055,0.0162,0.0161,0.3076
SUZLON,2025-04-02,57.42,55.75,0.0295,0.0301,0.0301,0.5751
TRENT,2025-04-02,5682.45,5576.75,0.0188,0.0235,0.0235,0.4490
