symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2025-04-24,5688.50,5713.00,-0.0043,0.0233,0.0232,0.4432
ADANIPORTS,2025-04-24,1236.40,1239.10,-0.0022,0.0246,0.0245,0.4681
BEL,2025-04-24,305.70,305.85,-0.0005,0.0227,0.0227,0.4337
BOSCHLTD,2025-04-24,28430.00,28415.00,0.0005,0.0152,0.0152,0.2904
CUMMINSIND,2025-04-24,2935.90,2965.90,-0.0102,0.0214,0.0214,0.4088
DIXON,2025-04-24,16588.00,16607.00,-0.0011,0.0274,0.0274,0.5235
DLF,2025-04-24,680.50,687.70,-0.0105,0.0216,0.0215,0.4108
DMART,2025-04-24,4498.80,4508.10,-0.0021,0.0189,0.0188,0.3592
ETERNAL,2025-04-24,236.38,239.24,-0.0120,0.0270,0.0269,0.5139
HAL,2025-04-24,4300.00,4307.00,-0.0016,0.0245,0.0244,0.4662
HINDALCO,2025-04-24,628.35,629.10,-0.0012,0.0206,0.0206,0.3936
INDHOTEL,2025-04-24,819.10,822.90,-0.0046,0.0211,0.0210,0.4012
INDIGO,2025-04-24,5520.50,5558.50,-0.0069,0.0182,0.0181,0.3458
LT,2025-04-24,3300.60,3301.00,-0.0001,0.0173,0.0173,0.3305
MANAPPURAM,2025-04-24,228.83,231.75,-0.0127,0.0262,0.0262,0.5006
MARUTI,2025-04-24,11894.00,11907.00,-0.0011,0.0136,0.0136,0.2598
PAYTM,2025-04-24,905.75,884.10,0.0242,0.0343,0.0343,0.6553
PGEL,2025-04-24,927.15,956.10,-0.0307,0.0365,0.0365,0.6973
SBIN,2025-04-24,813.40,813.45,-0.0001,0.0165,0.0164,0.3133
SUZLON,2025-04-24,60.11,59.99,0.0020,0.0306,0.0305,0.5827
TRENT,2025-04-24,5323.50,5329.00,-0.0010,0.0259,0.0259,0.4948
