symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2020-02-12,290668,60864,20.94
ADANIPORTS,EQ,2020-02-12,1873710,493372,26.33
BEL,EQ,2020-02-12,7876414,3184901,40.44
BOSCHLTD,EQ,2020-02-12,12694,4464,35.17
CUMMINSIND,EQ,2020-02-12,455991,82889,18.18
DIXON,EQ,2020-02-12,19492,9016,46.25
DLF,EQ,2020-02-12,6806019,1069013,15.71
DMART,EQ,2020-02-12,2099102,608622,28.99
HAL,EQ,2020-02-12,10666,5421,50.83
HINDALCO,EQ,2020-02-12,10581151,1613667,15.25
INDHOTEL,EQ,2020-02-12,284494,159320,56.00
INDIGO,EQ,2020-02-12,1501808,380598,25.34
LT,EQ,2020-02-12,2568696,1455688,56.67
MANAPPURAM,EQ,2020-02-12,3869511,1175053,30.37
MARUTI,EQ,2020-02-12,599364,177690,29.65
PGEL,EQ,2020-02-12,55413,45808,82.67
SBIN,EQ,2020-02-12,38930849,8588134,22.06
SBIN,N2,2020-02-12,2,2,100.00
SBIN,N5,2020-02-12,338,289,85.50
SBIN,N6,2020-02-12,1,1,100.00
SUZLON,EQ,2020-02-12,53179695,13867911,26.08
TRENT,EQ,2020-02-12,1234720,313195,25.37
