symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2010-10-19,40780,13227,32.44
BEL,EQ,2010-10-19,33871,22459,66.31
BOSCHLTD,EQ,2010-10-19,758,296,39.05
CUMMINSIND,EQ,2010-10-19,50498,27771,54.99
DLF,EQ,2010-10-19,3949703,669822,16.96
HINDALCO,EQ,2010-10-19,6754298,3574095,52.92
INDHOTEL,EQ,2010-10-19,899912,446112,49.57
INDHOTEL,N4,2010-10-19,5250,5100,97.14
LT,EQ,2010-10-19,1132367,450284,39.76
MANAPPURAM,EQ,2010-10-19,876350,464679,53.02
MARUTI,EQ,2010-10-19,243570,78140,32.08
SBIN,EQ,2010-10-19,1181167,301062,25.49
SUZLON,EQ,2010-10-19,28234446,6186654,21.91
TRENT,EQ,2010-10-19,19139,10165,53.11
TRENT,Q1,2010-10-19,285,275,96.49
TRENT,Q2,2010-10-19,10,10,100.00
