symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2010-10-06,233700,149621,64.02
BEL,EQ,2010-10-06,222224,133894,60.25
BOSCHLTD,EQ,2010-10-06,3489,2380,68.21
CUMMINSIND,EQ,2010-10-06,158427,97382,61.47
DLF,EQ,2010-10-06,6072594,1984455,32.68
HINDALCO,EQ,2010-10-06,7781453,2719782,34.95
INDHOTEL,EQ,2010-10-06,2894840,1762398,60.88
INDHOTEL,N4,2010-10-06,1120,375,33.48
LT,EQ,2010-10-06,449066,284499,63.35
MANAPPURAM,EQ,2010-10-06,483846,277218,57.29
MARUTI,EQ,2010-10-06,361329,146940,40.67
SBIN,EQ,2010-10-06,786572,362972,46.15
SUZLON,EQ,2010-10-06,11850222,2842584,23.99
TRENT,EQ,2010-10-06,11927,6054,50.76
TRENT,Q1,2010-10-06,113,107,94.69
TRENT,Q2,2010-10-06,58,58,100.00
