,07-Mar-2019
The Nifty witnessed an intraday movement of about 61.95 points.The closing index was 0.05 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 32865.1
, Traded Quantity (in Lakhs), 19193.08
, Number of Trades, 12148598
, Total Market Capitalisation (Rs. Crores), 14324129.79

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11053.00,     11077.95,     11089.05,     11027.10,     11058.20,5.2
,NIFTY50 EQL Wgt,     12277.00,     12309.75,     12309.75,     12202.50,     12218.75,-58.25
,NIFTY100 EQL Wgt,     13098.65,     13127.10,     13127.80,     13013.25,     13029.40,-69.25
,NIFTY100 LowVol30,      8599.85,      8624.25,      8624.30,      8558.00,      8567.00,-32.85
,NIFTY Alpha 50,     11880.20,     11899.70,     11934.40,     11816.90,     11835.35,-44.85
,NIFTY MIDCAP 150,      6219.90,      6237.75,      6245.30,      6197.30,      6204.00,-15.9
,NIFTY SMLCAP 50,      3107.85,      3113.10,      3114.55,      3085.70,      3092.30,-15.55
,NIFTY SMLCAP 250,      5261.95,      5276.10,      5282.45,      5247.30,      5258.15,-3.8
,NIFTY MIDSML 400,      5883.05,      5899.60,      5903.55,      5865.15,      5871.50,-11.55
,NIFTY200 QUALTY30,      9618.30,      9646.80,      9646.80,      9546.85,      9559.15,-59.15
,Nifty IT,     15735.05,     15788.15,     15788.15,     15558.95,     15582.10,-152.95
,Nifty Next 50,     27558.10,     27598.55,     27668.55,     27393.95,     27429.50,-128.6
,Nifty Bank,     27625.65,     27661.00,     27815.50,     27560.00,     27764.60,138.95
,NIFTY MIDCAP 100,     17463.90,     17515.45,     17522.85,     17390.05,     17411.75,-52.15
,Nifty 500,      9230.45,      9251.65,      9254.45,      9210.90,      9225.35,-5.1
,Nifty 100,     11246.20,     11270.55,     11278.40,     11219.55,     11244.05,-2.15
,Nifty Midcap 50,      4847.25,      4861.70,      4861.70,      4812.80,      4820.45,-26.8
,Nifty Realty,       236.85,       237.15,       238.60,       235.45,       236.05,-.8
,Nifty Infra,      3009.05,      3025.35,      3046.85,      3007.50,      3032.80,23.75
,Nifty Energy,     15363.05,     15383.30,     15485.90,     15319.00,     15348.35,-14.7
,Nifty FMCG,     29710.30,     29812.00,     30012.90,     29754.20,     29904.05,193.75
,Nifty MNC,     13275.40,     13315.70,     13316.00,     13234.70,     13251.25,-24.15
,Nifty Pharma,      9155.00,      9129.65,      9209.15,      9021.50,      9045.65,-109.35
,Nifty PSE,      3417.70,      3431.15,      3439.80,      3370.20,      3379.45,-38.25
,Nifty PSU Bank,      2911.05,      2921.30,      2962.35,      2899.25,      2952.05,41
,Nifty Serv Sector,     15205.20,     15240.25,     15240.30,     15136.95,     15195.55,-9.65
,India VIX,15.6100,15.6100,15.6875,14.3125,15.2925,-0.3175
,Nifty Auto,      8651.75,      8678.80,      8680.20,      8580.70,      8635.70,-16.05
,Nifty Metal,      3021.30,      3026.55,      3026.55,      2977.25,      2992.85,-28.45
,Nifty Media,      2532.80,      2549.65,      2555.95,      2474.25,      2486.05,-46.75
,NIFTY SMLCAP 100,      6380.75,      6392.10,      6396.70,      6344.05,      6358.75,-22
,Nifty 200,      5801.70,      5814.80,      5816.95,      5788.50,      5798.75,-2.95
,Nifty Div Opps 50,      2624.55,      2632.25,      2632.80,      2609.45,      2612.50,-12.05
,Nifty Commodities,      3469.00,      3474.75,      3474.90,      3431.80,      3438.45,-30.55
,Nifty Consumption,      4785.40,      4805.15,      4808.05,      4780.80,      4787.35,1.95
,Nifty Fin Service,     11581.20,     11603.20,     11634.80,     11533.20,     11613.80,32.6
,Nifty50 Div Point,       133.53,       133.53,       133.53,       133.53,       133.53,0
,Nifty100 Liq 15,      3813.10,      3821.45,      3822.00,      3781.30,      3787.45,-25.65
,Nifty CPSE,      2168.90,      2175.70,      2178.90,      2113.95,      2121.20,-47.7
,Nifty GrowSect 15,      6197.85,      6214.40,      6232.95,      6194.25,      6204.10,6.25
,Nifty50 PR 2x Lev,      4637.30,      4657.45,      4666.55,      4614.95,      4640.90,3.6
,Nifty50 PR 1x Inv,       411.20,       410.35,       412.25,       409.95,       411.10,-.1
,Nifty50 TR 2x Lev,      5896.70,      5922.30,      5933.85,      5868.25,      5901.25,4.55
,Nifty50 TR 1x Inv,       364.75,       364.00,       365.70,       363.65,       364.65,-.1
,Nifty50 Value 20,      5411.20,      5422.50,      5422.60,      5372.85,      5380.15,-31.05
,Nifty Mid Liq 15,      4096.50,      4107.00,      4107.00,      4056.45,      4062.05,-34.45
,Nifty Pvt Bank,     15806.80,     15816.60,     15875.95,     15754.95,     15842.70,35.9
,NIFTY100 Qualty30,      2651.60,      2659.05,      2659.05,      2637.25,      2640.30,-11.3
,Nifty GS 8 13Yr,      1828.94,      1829.31,      1830.12,      1828.89,      1829.48,.54
,Nifty GS 10Yr,      1695.53,      1695.87,      1697.73,      1695.87,      1697.06,1.53
,Nifty GS 10Yr Cln,       904.69,       904.69,       905.69,       904.69,       905.32,.63
,Nifty GS 4 8Yr,      1964.06,      1964.45,      1964.71,      1963.92,      1964.09,.03
,Nifty GS 11 15Yr,      1913.28,      1913.68,      1914.61,      1913.68,      1914.43,1.15
,Nifty GS 15YrPlus,      2050.78,      2051.20,      2052.27,      2051.20,      2051.95,1.17
,Nifty GS Compsite,      1869.58,      1869.96,      1870.98,      1869.65,      1870.49,.91

,ADVANCES,871
,DECLINES,940
,UNCHANGED,97

,Total securities that have hit their price bands today,238

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      1264.80,      1270.25,0.43,1031.26
,LT,EQ,      1317.00,      1352.40,2.69,836.14
,AXISBANK,EQ,       720.60,       733.75,1.82,822.43
,YESBANK,EQ,       235.30,       231.70,-1.53,631.3
,IBULHSGFIN,EQ,       730.50,       719.05,-1.57,613.01
,M&M,EQ,       658.90,       671.80,1.96,581.23
,ICICIBANK,EQ,       371.95,       370.80,-0.31,569.38
,HDFCBANK,EQ,      2104.25,      2126.50,1.06,538.85
,TATAMOTORS,EQ,       188.80,       189.30,0.26,514.98
,TCS,EQ,      1999.60,      2013.30,0.69,511.63
,SUNPHARMA,EQ,       460.55,       450.90,-2.1,487.09
,ONGC,EQ,       154.80,       152.05,-1.78,461.15
,TATAELXSI,EQ,       950.10,       960.75,1.12,453.99
,DHFL,EQ,       148.75,       141.60,-4.81,436.76
,INFY,EQ,       732.50,       722.95,-1.3,431.39
,SBIN,EQ,       278.10,       281.75,1.31,417.42
,PNB,EQ,        82.40,        85.45,3.7,413.97
,ITC,EQ,       285.75,       290.10,1.52,412.63
,HDFC,EQ,      1885.20,      1880.20,-0.27,408
,ENDURANCE,EQ,      1146.50,      1180.20,2.94,401.89
,ZEEL,EQ,       470.90,       459.00,-2.53,392.85
,INDUSINDBK,EQ,      1534.85,      1531.25,-0.23,326.21
,TATASTEEL,EQ,       520.85,       521.15,0.06,319.51
,JUBLFOOD,EQ,      1327.25,      1326.20,-0.08,308.65
,RELCAPITAL,EQ,       190.15,       187.85,-1.21,307.99

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,LT,EQ,      1352.40,      1317.00,2.69
,M&M,EQ,       671.80,       658.90,1.96
,AXISBANK,EQ,       733.75,       720.60,1.82
,ITC,EQ,       290.10,       285.75,1.52
,POWERGRID,EQ,       187.15,       184.50,1.44

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,COALINDIA,EQ,       235.00,       242.75,-3.19
,WIPRO,EQ,       268.85,       277.45,-3.1
,IOC,EQ,       150.20,       154.90,-3.03
,ZEEL,EQ,       459.00,       470.90,-2.53
,SUNPHARMA,EQ,       450.90,       460.55,-2.1

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        39.45,                   823732.65,20465
,21STCENMGM,EQ,        18.50,                    16358.45,879
,3IINFOTECH,EQ,         3.65,                 10673046.80,2861941
,3MINDIA,EQ,     23834.50,                139849795.25,5869
,3PLAND,EQ,        10.60,                      326.20,30
,5PAISA,EQ,       227.10,                  1525494.20,6648
,63MOONS,EQ,        83.05,                 15958418.90,190022
,8KMILES,EQ,       108.05,                 14293724.55,131671
,A2ZINFRA,BE,        18.25,                 10910729.10,594008
,AAKASH,SM,        17.10,                  6457900.00,376000
,AARON,SM,        42.05,                   126150.00,3000
,AARTIDRUGS,EQ,       634.65,                  9794146.80,15487
,AARTIIND,EQ,      1484.05,                167723669.80,111984
,AARVEEDEN,EQ,        23.60,                   422631.65,17965
,AAVAS,EQ,      1226.20,                274537859.70,226934
,ABAN,EQ,        73.65,                299734179.90,4005200
,ABBOTINDIA,EQ,      7280.65,                 21451845.20,2927
,ABFRL,EQ,       223.70,                159814313.90,716755
,ABGSHIP,BZ,         1.70,                    36084.20,21226
,ACCELYA,EQ,       935.70,                  4066693.65,4317
,ACE,EQ,        96.10,                104427652.70,1064794
,ADANIENT,EQ,       136.90,                483329484.25,3496617
,ADANIGAS,EQ,       115.20,                117527561.60,1018859
,ADANIGREEN,EQ,        35.60,                 28952368.55,816819
,ADANIPOWER,EQ,        50.40,                573865441.60,11306396
,ADANITRANS,EQ,       204.65,                 32927418.10,158905
,ADFFOODS,EQ,       259.50,                  7721704.10,30047
,ADHUNIK,EQ,         1.75,                    17531.50,10018
,ADHUNIKIND,EQ,        53.20,                   789782.60,14833
,ADLABS,EQ,         9.10,                  1505252.65,162226
,ADORWELD,EQ,       345.60,                  5169450.35,14852
,ADROITINFO,EQ,        19.60,                    26464.00,1331
,ADSL,EQ,        14.20,                   708728.45,50413
,ADVANIHOTR,EQ,        66.30,                    97893.10,1478
,ADVENZYMES,EQ,       162.90,                285451370.60,1762309
,AEGISCHEM,EQ,       202.40,                 34564735.75,169607
,AGARIND,EQ,       171.20,                   297712.60,1750
,AGCNET,EQ,       107.90,                  1228033.55,11389
,AGLSL,EQ,        60.95,                  2127282.40,34750
,AGRITECH,EQ,        52.40,                   267953.10,5085
,AGROPHOS,SM,        56.75,                 37424700.00,684000
,AHLADA,SM,       110.25,                   221250.00,2000
,AHLEAST,EQ,       240.05,                   154806.75,642
,AHLUCONT,EQ,       320.05,                  5809837.25,18215
,AHLWEST,EQ,       338.00,                     8480.00,25
,AIAENG,EQ,      1790.10,                179261993.15,100348
,AIFL,BE,        17.75,                   154194.25,8687
,AIONJSW,EQ,        30.00,                  2231478.70,73998
,AIRAN,SM,        60.00,                   745000.00,12500
,AIROLAM,SM,        29.85,                   439050.00,15000
,AISL,SM,        67.50,                   164880.00,2400
,AJANTPHARM,EQ,       973.45,                315868518.00,322181
,AJMERA,EQ,       174.20,                 42795826.30,241535
,AJOONI,SM,        23.15,                   461200.00,20000
,AKASH,SM,        42.45,                   169800.00,4000
,AKG,SM,        33.50,                   134000.00,4000
,AKSHARCHEM,EQ,       346.70,                   781672.15,2240
,AKSHOPTFBR,EQ,        20.95,                 15527687.10,736443
,AKZOINDIA,EQ,      1753.45,                  2518495.65,1433
,ALANKIT,EQ,        27.75,                 16616630.80,600567
,ALBERTDAVD,EQ,       420.55,                  1922679.30,4572
