symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2024-01-16,4809.25,4752.90,0.0118,0.0182,0.0182,0.3477
ADANIPORTS,2024-01-16,1193.35,1203.10,-0.0081,0.0257,0.0256,0.4891
BEL,2024-01-16,186.80,188.65,-0.0099,0.0181,0.0181,0.3458
BOSCHLTD,2024-01-16,23098.55,23400.00,-0.0130,0.0132,0.0132,0.2522
CUMMINSIND,2024-01-16,2019.65,2045.75,-0.0128,0.0156,0.0156,0.2980
DIXON,2024-01-16,6343.50,6331.60,0.0019,0.0221,0.0221,0.4222
DLF,2024-01-16,786.85,805.75,-0.0237,0.0193,0.0194,0.3706
DMART,2024-01-16,3828.25,3858.15,-0.0078,0.0149,0.0149,0.2847
HAL,2024-01-16,2993.60,3030.55,-0.0123,0.0191,0.0191,0.3649
HINDALCO,2024-01-16,579.55,574.70,0.0084,0.0194,0.0193,0.3687
INDHOTEL,2024-01-16,468.45,476.95,-0.0180,0.0177,0.0177,0.3382
INDIGO,2024-01-16,3051.55,3119.50,-0.0220,0.0175,0.0175,0.3343
LT,2024-01-16,3573.50,3543.05,0.0086,0.0133,0.0132,0.2522
MANAPPURAM,2024-01-16,174.70,171.25,0.0199,0.0247,0.0247,0.4719
MARUTI,2024-01-16,10183.90,10086.90,0.0096,0.0122,0.0122,0.2331
PAYTM,2024-01-16,747.35,714.25,0.0453,0.0291,0.0292,0.5579
PGEL,2024-01-16,2069.50,2080.95,-0.0055,0.0262,0.0261,0.4986
SBIN,2024-01-16,636.90,640.10,-0.0050,0.0144,0.0144,0.2751
SUZLON,2024-01-16,42.05,43.85,-0.0419,0.0357,0.0358,0.6840
TRENT,2024-01-16,3166.05,3193.30,-0.0086,0.0176,0.0176,0.3362
