symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2014-12-19,1169.15,1170.45,-0.0011,0.0294,,0.5445
ADANIPORTS,2014-12-19,289.90,289.95,-0.0002,0.0257,,0.4757
BEL,2014-12-19,2798.10,2785.10,0.0047,0.0345,,0.6400
BOSCHLTD,2014-12-19,18668.60,19046.15,-0.0200,0.0226,,0.4299
CUMMINSIND,2014-12-19,861.55,881.25,-0.0226,0.0199,,0.3840
DLF,2014-12-19,132.00,135.90,-0.0291,0.0380,,0.7164
HINDALCO,2014-12-19,157.80,152.95,0.0312,0.0256,,0.4967
INDHOTEL,2014-12-19,115.85,114.10,0.0152,0.0195,,0.3687
LT,2014-12-19,1535.15,1506.40,0.0189,0.0142,,0.2770
MANAPPURAM,2014-12-19,30.95,32.00,-0.0334,0.0318,,0.6094
MARUTI,2014-12-19,3359.40,3385.30,-0.0077,0.0142,,0.2656
PGEL,2014-12-19,81.50,82.70,-0.0146,0.0421,,0.7833
SBIN,2014-12-19,304.15,307.10,-0.0097,0.0209,,0.3897
SUZLON,2014-12-19,12.70,12.95,-0.0195,0.0397,,0.7413
TRENT,2014-12-19,1412.35,1425.05,-0.0090,0.0199,,0.3706
