symbol,series,date,open,high,low,close,last,previous_close,volume,value,trades,isin
ETERNAL,Q,2021-07-23,115.00,138.00,114.00,125.85,125.85,0.00,45171382,5756084274.00,286344,INE758T01015
ETERNAL,Q,2021-07-26,126.00,143.75,125.50,140.85,140.85,125.85,12001508,1613668692.00,120176,INE758T01015
ETERNAL,Q,2021-07-27,141.55,147.80,127.80,132.60,132.60,140.85,19253999,2709913872.00,191820,INE758T01015
ETERNAL,Q,2021-07-28,132.30,134.90,123.60,131.60,131.60,132.60,8306124,1063286580.00,68382,INE758T01015
ETERNAL,Q,2021-07-29,134.70,144.00,132.20,141.70,141.70,131.60,11900735,1641161530.00,128506,INE758T01015
ETERNAL,Q,2021-07-30,142.00,142.90,131.00,133.35,133.35,141.70,7079833,966470651.00,71814,INE758T01015
ETERNAL,Q,2021-08-02,138.90,140.65,135.20,139.60,139.60,133.35,3085926,426442479.00,30240,INE758T01015
ETERNAL,Q,2021-08-03,137.40,140.85,136.90,139.40,139.40,139.60,2592511,360155614.00,24049,INE758T01015
ETERNAL,Q,2021-08-04,139.70,141.10,135.20,138.30,138.30,139.40,3643140,502639498.00,40261,INE758T01015
ETERNAL,Q,2021-08-05,138.40,138.90,132.00,134.85,134.85,138.30,2789211,375178096.00,22347,INE758T01015
ETERNAL,Q,2021-08-06,135.70,136.20,130.10,131.20,131.20,134.85,2172173,287504718.00,17707,INE758T01015
ETERNAL,Q,2021-08-09,132.20,133.80,127.30,130.45,130.45,131.20,2878372,373937478.00,22376,INE758T01015
ETERNAL,Q,2021-08-10,131.00,131.60,122.00,124.95,124.95,130.45,2758209,349440383.00,23088,INE758T01015
ETERNAL,Q,2021-08-11,122.00,138.90,122.00,135.80,135.80,124.95,5423721,714047569.00,37969,INE758T01015
ETERNAL,Q,2021-08-12,135.20,137.50,132.00,135.45,135.45,135.80,4357671,586737471.00,35719,INE758T01015
ETERNAL,Q,2021-08-13,133.95,139.65,132.25,137.55,137.55,135.45,3287105,445649673.00,27820,INE758T01015
ETERNAL,Q,2021-08-16,136.55,136.90,132.20,134.80,134.80,137.55,2604672,352383327.00,20113,INE758T01015
ETERNAL,Q,2021-08-17,132.75,134.25,130.80,132.40,132.40,134.80,1080757,143883068.00,7069,INE758T01015
ETERNAL,Q,2021-08-18,134.70,136.75,132.80,135.00,135.00,132.40,2222798,300961905.00,14082,INE758T01015
ETERNAL,Q,2021-08-20,134.50,141.40,133.00,139.25,139.25,135.00,5105030,706751376.00,49463,INE758T01015
ETERNAL,Q,2021-08-23,138.10,138.10,124.90,127.00,127.00,139.25,3037359,394421270.00,26259,INE758T01015
ETERNAL,Q,2021-08-24,127.20,127.70,120.60,125.15,125.15,127.00,3192647,395955284.00,19766,INE758T01015
ETERNAL,Q,2021-08-25,126.00,128.50,122.90,124.35,124.35,125.15,23158730,2901849853.00,32959,INE758T01015
ETERNAL,Q,2021-08-26,125.00,127.10,124.55,125.85,125.85,124.35,5607575,707280590.00,19136,INE758T01015
ETERNAL,Q,2021-08-27,126.35,129.00,123.95,124.65,124.65,125.85,2085979,263794723.00,18955,INE758T01015
ETERNAL,Q,2021-08-30,128.00,135.40,127.25,133.40,133.40,124.65,2391651,314202908.00,20833,INE758T01015
ETERNAL,Q,2021-08-31,134.20,135.35,130.35,134.45,134.45,133.40,1506804,201670110.00,13940,INE758T01015
ETERNAL,Q,2021-09-01,134.80,135.35,130.70,132.45,132.45,134.45,1181928,156938526.00,9190,INE758T01015
ETERNAL,Q,2021-09-02,132.45,138.50,131.60,137.55,137.55,132.45,2360314,320159526.00,13445,INE758T01015
ETERNAL,Q,2021-09-03,136.20,151.35,135.80,149.65,149.65,137.55,6130369,895856479.00,46901,INE758T01015
ETERNAL,Q,2021-09-06,149.60,149.60,143.00,143.95,143.95,149.65,2337186,340059238.00,20317,INE758T01015
ETERNAL,Q,2021-09-07,144.80,146.90,138.60,139.90,139.90,143.95,1818755,258600554.00,15539,INE758T01015
ETERNAL,Q,2021-09-08,141.95,143.60,139.10,141.25,141.25,139.90,1689374,239484459.00,12956,INE758T01015
ETERNAL,Q,2021-09-09,141.25,142.90,140.00,141.55,141.55,141.25,1620921,229385172.00,14992,INE758T01015
ETERNAL,Q,2021-09-13,143.20,144.25,142.00,143.20,143.20,141.55,1020516,145677306.00,8718,INE758T01015
ETERNAL,Q,2021-09-14,145.25,152.75,136.20,144.10,144.10,143.20,9221531,1345307626.00,72554,INE758T01015
ETERNAL,Q,2021-09-15,143.00,145.00,140.65,142.70,142.70,144.10,2042527,291720026.00,21636,INE758T01015
ETERNAL,Q,2021-09-16,142.05,143.95,141.50,142.00,142.00,142.70,1495035,213539647.00,15357,INE758T01015
ETERNAL,Q,2021-09-17,142.35,146.85,137.05,137.90,137.90,142.00,1814876,256123437.00,17145,INE758T01015
ETERNAL,Q,2021-09-20,137.90,140.85,133.15,134.25,134.25,137.90,1907723,262010807.00,22753,INE758T01015
ETERNAL,Q,2021-09-21,137.45,138.25,131.00,133.45,133.70,134.25,1250402,166714791.00,10431,INE758T01015
ETERNAL,Q,2021-09-22,136.00,136.00,131.30,132.05,132.05,133.45,1180290,156369199.00,16152,INE758T01015
ETERNAL,Q,2021-09-23,133.20,140.45,133.20,137.25,137.25,132.05,1697004,233450361.00,16303,INE758T01015
ETERNAL,Q,2021-09-24,137.30,139.45,136.05,136.65,136.65,137.25,744815,102532428.00,6403,INE758T01015
ETERNAL,Q,2021-09-27,139.20,144.75,138.00,143.65,143.65,136.65,2918679,413194175.00,36225,INE758T01015
ETERNAL,Q,2021-09-28,143.75,144.00,137.65,138.95,138.95,143.65,1085864,152268752.00,11429,INE758T01015
ETERNAL,Q,2021-09-29,137.95,139.65,136.60,138.50,138.50,138.95,789158,108966930.00,7349,INE758T01015
ETERNAL,Q,2021-09-30,139.00,139.35,136.20,136.65,136.65,138.50,819753,112642350.00,12151,INE758T01015
ETERNAL,Q,2021-10-01,137.70,140.50,137.00,137.95,137.95,136.65,1472766,204616786.00,15066,INE758T01015
ETERNAL,Q,2021-10-04,139.45,140.00,138.00,139.00,139.00,137.95,684981,95306414.00,6968,INE758T01015
ETERNAL,Q,2021-10-05,139.40,139.40,137.20,137.90,137.90,139.00,560512,77237331.00,5627,INE758T01015
ETERNAL,Q,2021-10-06,138.95,139.15,133.80,135.00,135.00,137.90,558488,76552132.00,6155,INE758T01015
ETERNAL,Q,2021-10-07,135.20,138.45,135.20,137.15,137.15,135.00,876036,120407832.00,11395,INE758T01015
ETERNAL,Q,2021-10-08,138.20,138.20,135.75,136.15,136.15,137.15,654312,89608021.00,11014,INE758T01015
ETERNAL,Q,2021-10-11,137.00,137.50,136.10,136.85,136.85,136.15,982823,134500787.00,12253,INE758T01015
ETERNAL,Q,2021-10-12,136.85,137.65,135.60,136.65,136.65,136.85,317890,43481337.00,4026,INE758T01015
ETERNAL,Q,2021-10-13,136.65,137.50,134.35,135.45,135.45,136.65,897260,122156716.00,19146,INE758T01015
ETERNAL,Q,2021-10-14,136.70,137.30,133.90,134.95,134.95,135.45,587901,79678461.00,7623,INE758T01015
ETERNAL,Q,2021-10-18,135.95,146.25,135.80,144.05,144.05,134.95,1966796,279846097.00,17895,INE758T01015
ETERNAL,Q,2021-10-19,145.45,145.45,137.20,138.50,138.50,144.05,1143690,161529828.00,11698,INE758T01015
ETERNAL,Q,2021-10-20,139.30,140.60,133.80,138.30,138.30,138.50,902795,122931537.00,13461,INE758T01015
ETERNAL,Q,2021-10-21,140.00,140.00,135.85,138.10,138.10,138.30,973410,134086412.00,10943,INE758T01015
ETERNAL,Q,2021-10-22,139.40,141.95,135.80,137.50,137.50,138.10,1427280,198384725.00,10813,INE758T01015
ETERNAL,Q,2021-10-25,138.40,139.05,131.75,132.60,132.60,137.50,1055747,140956364.00,11281,INE758T01015
ETERNAL,Q,2021-10-26,133.50,137.35,133.30,135.50,135.50,132.60,565139,76929654.00,5613,INE758T01015
ETERNAL,Q,2021-10-27,136.00,139.20,134.50,134.85,134.85,135.50,909616,124283207.00,9719,INE758T01015
ETERNAL,Q,2021-10-28,135.05,136.50,131.50,135.55,135.55,134.85,1156983,154429577.00,14967,INE758T01015
ETERNAL,Q,2021-10-29,135.55,135.55,131.00,131.60,131.60,135.55,731410,96532465.00,8121,INE758T01015
ETERNAL,Q,2021-11-01,133.00,134.25,132.00,132.60,132.60,131.60,599633,79872680.00,8130,INE758T01015
ETERNAL,Q,2021-11-02,132.65,133.45,131.80,132.40,132.40,132.60,369281,48976846.00,4773,INE758T01015
ETERNAL,Q,2021-11-03,132.95,132.95,127.50,128.35,128.35,132.40,1019520,131926642.00,11309,INE758T01015
ETERNAL,Q,2021-11-04,129.90,132.30,129.90,131.60,131.60,128.35,459514,60286380.00,9042,INE758T01015
ETERNAL,Q,2021-11-08,132.50,133.50,130.55,131.15,131.15,131.60,1371054,181034733.00,16635,INE758T01015
ETERNAL,Q,2021-11-09,132.50,138.75,131.65,137.55,137.55,131.15,3036275,411173414.00,27942,INE758T01015
ETERNAL,Q,2021-11-10,136.40,139.10,135.00,135.75,135.75,137.55,1279761,175139905.00,11544,INE758T01015
ETERNAL,Q,2021-11-11,138.00,144.00,132.70,140.80,140.80,135.75,4120325,575495619.00,32986,INE758T01015
ETERNAL,Q,2021-11-12,141.40,155.00,141.40,153.30,153.30,140.80,5644387,842559025.00,43750,INE758T01015
ETERNAL,Q,2021-11-15,149.00,163.40,128.20,155.75,155.75,153.30,10273248,1567616644.00,79287,INE758T01015
ETERNAL,Q,2021-11-16,161.10,169.10,153.80,157.70,157.70,155.75,6547939,1057569657.00,45733,INE758T01015
ETERNAL,Q,2021-11-17,156.20,162.20,154.35,156.65,156.65,157.70,3036853,484697594.00,30971,INE758T01015
ETERNAL,Q,2021-11-18,160.00,161.90,152.60,154.65,154.65,156.65,4175519,654829401.00,37806,INE758T01015
ETERNAL,Q,2021-11-22,157.75,158.05,136.70,150.05,150.05,154.65,4213506,619502786.00,31809,INE758T01015
ETERNAL,Q,2021-11-23,150.00,152.05,140.65,148.65,148.65,150.05,2776974,413602202.00,23838,INE758T01015
ETERNAL,Q,2021-11-24,150.70,156.45,149.60,155.45,155.45,148.65,2654530,409063827.00,24334,INE758T01015
ETERNAL,Q,2021-11-25,156.65,161.25,154.10,159.75,159.75,155.45,3060407,486391506.00,23036,INE758T01015
ETERNAL,Q,2021-11-26,157.55,158.00,146.10,148.20,148.20,159.75,3123266,473125566.00,31632,INE758T01015
ETERNAL,Q,2021-11-29,147.05,153.95,137.45,148.95,148.95,148.20,3768251,559243321.00,38912,INE758T01015
ETERNAL,Q,2021-11-30,151.00,157.95,145.45,152.60,152.60,148.95,4310951,649654061.00,31842,INE758T01015
ETERNAL,Q,2021-12-01,155.00,157.80,149.50,151.35,151.35,152.60,2497719,380312895.00,23096,INE758T01015
ETERNAL,Q,2021-12-02,151.90,153.80,147.85,150.60,150.60,151.35,1332259,199986071.00,12628,INE758T01015
ETERNAL,Q,2021-12-03,152.50,152.85,143.85,144.90,144.90,150.60,1177069,174199057.00,13365,INE758T01015
ETERNAL,Q,2021-12-06,146.50,146.70,135.50,138.50,138.50,144.90,2247884,317312947.00,29240,INE758T01015
ETERNAL,Q,2021-12-07,141.90,143.90,138.70,139.80,139.80,138.50,1409789,197829208.00,14506,INE758T01015
ETERNAL,Q,2021-12-08,141.50,148.60,140.25,147.60,147.60,139.80,2809086,406781694.00,27072,INE758T01015
ETERNAL,Q,2021-12-09,148.85,148.85,145.35,146.25,146.25,147.60,1493855,219253451.00,15551,INE758T01015
ETERNAL,Q,2021-12-10,145.00,145.90,139.80,140.55,140.55,146.25,1594503,226868941.00,20464,INE758T01015
ETERNAL,Q,2021-12-13,142.50,144.35,141.70,142.55,142.55,140.55,1710070,244788042.00,15310,INE758T01015
ETERNAL,Q,2021-12-14,144.70,144.95,140.05,140.65,141.15,142.55,1073340,153348774.00,8821,INE758T01015
ETERNAL,Q,2021-12-15,140.65,142.05,140.05,140.60,140.60,140.65,983577,138615807.00,10845,INE758T01015
ETERNAL,Q,2021-12-16,141.80,143.00,137.25,138.45,138.45,140.60,1229667,171151595.00,16377,INE758T01015
ETERNAL,Q,2021-12-17,138.85,140.80,132.35,135.55,135.55,138.45,2236438,305929798.00,26223,INE758T01015
