symbol,series,date,open,high,low,close,last,previous_close,volume,value,trades,isin
TRENT,Q,2016-12-08,183.1,185.05,180.05,181.35,181.5,182.7,6234,1138886,297,INE849A01020
TRENT,Q,2016-12-09,183.10,185.05,180.05,181.35,181.50,182.70,6234,1138886.00,297,INE849A01020
TRENT,Q,2016-12-12,203.50,204.60,198.15,199.05,199.10,203.35,12975,2613855.00,400,INE849A01020
TRENT,Q,2016-12-14,202.00,202.85,196.85,197.35,197.35,202.70,5715,1136892.00,236,INE849A01020
TRENT,Q,2016-12-15,196.05,201.60,196.05,197.65,197.65,197.35,4633,923243.00,193,INE849A01020
TRENT,Q,2016-12-16,199.80,200.50,194.80,198.20,198.20,197.65,8661,1711542.00,398,INE849A01020
TRENT,Q,2016-12-19,198.00,200.95,197.20,199.15,198.50,198.20,2912,579587.00,122,INE849A01020
TRENT,Q,2016-12-20,199.95,200.75,195.50,196.75,196.00,199.15,4154,821340.00,125,INE849A01020
TRENT,Q,2016-12-21,197.60,198.30,195.00,196.00,195.50,196.75,2018,396145.00,124,INE849A01020
TRENT,Q,2016-12-22,190.10,196.45,190.10,193.25,193.40,196.00,3015,584508.00,190,INE849A01020
TRENT,Q,2016-12-23,191.60,196.00,191.60,195.65,195.25,193.25,1766,344613.00,106,INE849A01020
TRENT,Q,2016-12-26,197.55,197.55,190.00,194.45,195.85,195.65,9065,1750426.00,366,INE849A01020
TRENT,Q,2016-12-27,194.00,203.15,194.00,199.45,199.00,194.45,13317,2659278.00,624,INE849A01020
TRENT,Q,2016-12-28,201.00,203.00,197.00,199.95,199.95,199.45,9297,1850727.00,302,INE849A01020
TRENT,Q,2016-12-29,201.00,203.75,198.15,200.00,200.00,199.95,8485,1704073.00,301,INE849A01020
TRENT,Q,2016-12-30,203.00,211.00,200.00,201.05,201.05,200.00,24544,4997057.00,773,INE849A01020
TRENT,Q,2017-01-02,205.00,206.00,199.40,201.85,201.85,201.05,6782,1370675.00,329,INE849A01020
TRENT,Q,2017-01-03,201.45,204.85,200.00,201.30,201.30,201.85,16185,3268372.00,473,INE849A01020
TRENT,Q,2017-01-04,202.90,203.80,199.50,200.40,200.40,201.30,12043,2416509.00,357,INE849A01020
TRENT,Q,2017-01-05,201.70,202.00,198.85,199.75,200.80,200.40,12766,2552160.00,323,INE849A01020
TRENT,Q,2017-01-06,202.00,203.00,200.00,200.05,200.05,199.75,27951,5619768.00,267,INE849A01020
TRENT,Q,2017-01-09,202.75,203.10,199.30,199.80,199.50,200.05,11670,2343903.00,360,INE849A01020
TRENT,Q,2017-01-10,201.00,201.00,197.50,198.35,198.35,199.80,5104,1016816.00,158,INE849A01020
TRENT,Q,2017-01-11,199.35,202.00,197.50,198.10,198.95,198.35,22312,4456039.00,410,INE849A01020
TRENT,Q,2017-01-12,198.90,200.40,195.00,196.55,196.55,198.10,31179,6145102.00,877,INE849A01020
TRENT,Q,2017-01-13,197.45,219.00,197.10,213.80,213.80,196.55,281062,59577853.00,6252,INE849A01020
TRENT,Q,2017-01-16,213.70,215.00,209.05,213.50,213.50,213.80,52305,11109715.00,1132,INE849A01020
TRENT,Q,2017-01-17,213.50,215.00,210.50,211.50,211.50,213.50,24919,5293164.00,511,INE849A01020
TRENT,Q,2017-01-18,210.65,219.00,210.65,212.25,210.85,211.50,15691,3337353.00,484,INE849A01020
TRENT,Q,2017-01-19,212.20,215.00,209.90,210.45,210.45,212.25,11473,2432133.00,353,INE849A01020
TRENT,Q,2017-01-20,210.00,210.50,205.60,206.90,206.40,210.45,13569,2823877.00,365,INE849A01020
TRENT,Q,2017-01-23,205.50,213.25,205.05,210.20,210.20,206.90,19555,4113668.00,653,INE849A01020
TRENT,Q,2017-01-24,215.00,252.20,214.80,247.05,247.05,210.20,576323,137159439.00,11179,INE849A01020
TRENT,Q,2017-01-25,245.70,261.30,236.10,253.80,253.80,247.05,525631,132745288.00,11925,INE849A01020
TRENT,Q,2017-01-27,253.00,254.00,242.00,243.95,243.95,253.80,126517,31134914.00,1987,INE849A01020
TRENT,Q,2017-01-30,246.95,250.50,234.10,243.55,243.55,243.95,89139,21813233.00,2887,INE849A01020
