symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2025-04-17,5379.50,5422.50,5645.00,5294.50,5565.00,5571.50,5549.36,1143784,63472.63,128396,296068,25.88
ADANIPORTS,EQ,2025-04-17,1232.90,1232.90,1282.50,1218.60,1261.00,1259.40,1253.24,4280765,53648.11,138507,1809658,42.27
BEL,EQ,2025-04-17,293.60,293.00,296.60,291.15,294.55,295.15,294.53,13609937,40085.39,120621,6168047,45.32
BOSCHLTD,EQ,2025-04-17,27370.00,27485.00,27580.00,27025.00,27490.00,27505.00,27394.18,10197,2793.38,5517,3755,36.82
CUMMINSIND,EQ,2025-04-17,2895.50,2890.00,2919.00,2831.60,2890.00,2891.20,2878.23,468043,13471.37,36763,234393,50.08
DIXON,EQ,2025-04-17,15252.00,15210.00,15419.00,15150.00,15309.00,15323.00,15288.58,365315,55851.46,68754,128089,35.06
DLF,EQ,2025-04-17,656.25,660.00,673.20,656.50,670.70,669.40,665.69,3423114,22787.19,60965,1093841,31.95
DMART,EQ,2025-04-17,4221.50,4221.00,4397.00,4192.20,4354.00,4357.10,4324.32,1020665,44136.82,98065,637093,62.42
ETERNAL,EQ,2025-04-17,222.08,220.60,236.14,220.38,232.00,231.60,230.19,70125937,161422.94,302980,29653537,42.29
HAL,EQ,2025-04-17,4209.20,4209.00,4253.00,4192.10,4220.00,4220.40,4226.32,1216496,51413.02,83639,466871,38.38
HINDALCO,EQ,2025-04-17,609.90,608.90,616.00,604.00,608.00,609.50,609.30,4518317,27530.01,89278,1915188,42.39
INDHOTEL,EQ,2025-04-17,842.05,845.00,845.65,837.20,841.00,841.20,841.65,1753598,14759.10,69960,997778,56.90
INDIGO,EQ,2025-04-17,5244.50,5244.00,5400.00,5178.50,5360.00,5366.00,5310.59,1172355,62258.93,91104,738623,63.00
LT,EQ,2025-04-17,3227.70,3214.10,3249.90,3162.40,3244.90,3247.30,3206.57,3209331,102909.36,168832,1769268,55.13
MANAPPURAM,EQ,2025-04-17,226.82,226.41,230.50,225.31,228.45,229.21,228.43,6160697,14072.63,32637,3037114,49.30
MARUTI,EQ,2025-04-17,11664.00,11664.00,11728.00,11525.00,11665.00,11695.00,11645.95,302146,35187.77,62794,137435,45.49
PAYTM,EQ,2025-04-17,864.95,864.40,871.65,845.80,847.00,849.60,854.91,4012959,34307.38,88998,975108,24.30
PGEL,EQ,2025-04-17,960.85,954.70,974.80,943.15,950.00,948.45,960.75,896364,8611.82,37099,352471,39.32
SBIN,EQ,2025-04-17,771.75,772.00,801.00,767.15,793.85,797.45,787.54,27034818,212909.94,335841,14120137,52.23
SUZLON,EQ,2025-04-17,54.34,54.33,55.72,54.01,55.10,55.07,54.98,54279879,29843.86,109111,18607297,34.28
TRENT,EQ,2025-04-17,5035.50,5052.00,5144.00,4954.00,5117.50,5130.50,5078.03,1464066,74345.78,148117,515095,35.18
