symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2025-04-03,5313.15,5250.00,5354.15,5242.70,5330.00,5327.30,5309.83,224578,11924.71,27210,83900,37.36
ADANIPORTS,EQ,2025-04-03,1195.45,1170.25,1205.80,1170.25,1201.30,1199.90,1195.41,1300511,15546.45,56947,410765,31.58
BEL,EQ,2025-04-03,282.40,283.00,288.25,282.60,287.50,287.50,286.00,20968721,59971.07,179031,8130692,38.78
BOSCHLTD,EQ,2025-04-03,28024.10,27588.00,28098.85,27588.00,27860.50,28013.90,27903.70,15941,4448.13,7884,7501,47.05
CUMMINSIND,EQ,2025-04-03,3051.55,3006.25,3037.00,2965.25,3015.05,3032.75,3015.15,221736,6685.67,26645,83886,37.83
DIXON,EQ,2025-04-03,13450.70,13303.20,13567.45,13095.00,13470.00,13487.95,13353.30,343363,45850.29,68070,79469,23.14
DLF,EQ,2025-04-03,683.15,677.05,691.70,675.55,680.05,680.05,683.67,1979635,13534.16,54659,672677,33.98
DMART,EQ,2025-04-03,4121.45,4121.45,4195.50,4077.05,4155.00,4157.80,4148.12,426311,17683.91,55294,180052,42.23
HAL,EQ,2025-04-03,4234.40,4196.55,4328.00,4185.25,4315.00,4319.20,4271.44,2369383,101206.67,132547,731971,30.89
HINDALCO,EQ,2025-04-03,661.20,658.00,658.00,647.60,653.10,652.65,653.22,5646497,36884.00,100577,3196193,56.60
INDHOTEL,EQ,2025-04-03,830.15,825.00,837.90,820.50,831.45,831.05,829.85,1678841,13931.86,47994,668280,39.81
INDIGO,EQ,2025-04-03,5068.25,4999.50,5085.00,4966.90,5007.00,5003.60,5004.40,950156,47549.57,80476,696081,73.26
LT,EQ,2025-04-03,3419.90,3400.00,3463.00,3393.00,3419.00,3420.15,3432.72,1200631,41214.28,84197,710175,59.15
MANAPPURAM,EQ,2025-04-03,234.30,235.50,235.79,232.51,234.29,234.41,234.20,5197477,12172.27,29929,2115204,40.70
MARUTI,EQ,2025-04-03,11716.10,11630.50,11802.95,11611.05,11646.00,11688.10,11706.81,326624,38237.25,44000,220597,67.54
PAYTM,EQ,2025-04-03,817.95,810.00,839.75,802.65,835.85,836.40,824.05,7073845,58292.31,112957,2785263,39.37
PGEL,EQ,2025-04-03,916.60,899.90,959.00,899.90,940.00,936.90,932.08,1990292,18551.17,67785,624293,31.37
SBIN,EQ,2025-04-03,775.95,770.00,784.70,769.95,779.90,779.20,778.44,7956680,61938.06,140239,4032321,50.68
SUZLON,EQ,2025-04-03,57.43,56.21,57.82,56.20,57.53,57.49,57.31,42914792,24594.94,86561,14362210,33.47
TRENT,EQ,2025-04-03,5682.50,5630.00,5751.00,5610.00,5666.00,5675.30,5700.53,960710,54765.52,92359,396980,41.32
