,20-MAY-2013
The Nifty witnessed an intraday movement of about 83.4 points.The closing index was 0.49 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 10847.09
, Traded Quantity (in Lakhs), 5962.68
, Number of Trades, 5699774
, Total Market Capitalisation (Rs. Crores), 6707395.02

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,      6187.30,      6198.00,      6229.45,      6146.05,      6156.90,-30.4
,CNX IT,      6331.05,      6323.90,      6382.10,      6323.90,      6358.75,27.7
,CNX Nifty Junior,     12737.55,     12760.00,     12798.05,     12578.55,     12598.30,-139.25
,BANK Nifty,     13317.10,     13332.70,     13414.30,     13150.30,     13181.50,-135.6
,CNX Midcap,      8186.65,      8199.65,      8242.65,      8118.75,      8130.35,-56.3
,CNX 500,      4847.10,      4854.95,      4877.65,      4815.00,      4821.95,-25.15
,CNX 100,      6112.35,      6122.95,      6151.60,      6066.30,      6076.70,-35.65
,Nifty Midcap 50,      2171.90,      2177.75,      2195.70,      2154.55,      2160.70,-11.2
,CNX Realty,       259.05,       260.50,       263.50,       256.15,       257.35,-1.7
,CNX Infra,      2554.85,      2564.00,      2575.75,      2525.75,      2534.20,-20.65
,CNX Energy,      8217.15,      8240.75,      8293.15,      8122.65,      8140.75,-76.4
,CNX FMCG,     17236.90,     17240.40,     17450.85,     17128.00,     17152.85,-84.05
,CNX MNC,      5940.75,      5939.05,      5955.75,      5904.95,      5910.05,-30.7
,CNX Pharma,      6885.15,      6905.20,      6905.20,      6750.35,      6759.25,-125.9
,CNX PSE,      2971.00,      2985.15,      2985.20,      2934.40,      2940.95,-30.05
,CNX PSU Bank,      3466.65,      3482.05,      3531.55,      3449.55,      3458.45,-8.2
,CNX Service,      7534.85,      7543.75,      7582.35,      7476.70,      7491.10,-43.75
,India VIX,        17.57,        17.57,        17.99,        17.30,        17.71,.14
,CNX AUTO,      4761.00,      4769.65,      4893.35,      4769.65,      4802.85,41.85
,CNX Metal,      2231.45,      2240.20,      2261.80,      2229.65,      2232.65,1.2
,CNX Media,      1783.15,      1791.00,      1817.85,      1770.40,      1784.85,1.7
,CNX Smallcap,      3372.90,      3380.60,      3399.75,      3353.45,      3358.95,-13.95
,CNX 200,      3122.00,      3127.50,      3142.50,      3099.85,      3105.05,-16.95
,CNX Dividend Oppt,      1751.60,      1754.35,      1762.35,      1741.60,      1743.30,-8.3
,CNX Commodities,      2341.35,      2348.70,      2360.55,      2327.35,      2331.15,-10.2
,CNX Consumption,      2476.10,      2479.45,      2494.35,      2459.00,      2462.95,-13.15
,CNX Finance,      5440.80,      5444.35,      5473.10,      5381.55,      5395.00,-45.8
,Nifty Dividend,         4.77,         4.77,         4.77,         4.77,         4.77,0

,ADVANCES,582
,DECLINES,807
,UNCHANGED,85

,Total securities that have hit their price bands today,109

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,      2424.85,      2411.80,-0.54,443.22
,ICICIBANK,EQ,      1230.45,      1209.80,-1.68,334.42
,RELCAPITAL,EQ,       374.25,       380.45,1.66,297.93
,TATAMOTORS,EQ,       303.35,       302.05,-0.43,286.95
,LUPIN,EQ,       803.60,       768.35,-4.39,278.77
,INFY,EQ,      2351.75,      2372.05,0.86,259.65
,RELIANCE,EQ,       835.50,       831.15,-0.52,254.95
,ITC,EQ,       334.90,       334.65,-0.07,249.03
,HDFC,EQ,       903.35,       898.40,-0.55,240.67
,MCDOWELL-N,EQ,      2412.45,      2390.60,-0.91,236.3
,LT,EQ,      1623.40,      1622.45,-0.06,224.72
,AXISBANK,EQ,      1535.25,      1529.70,-0.36,218.43
,RCOM,EQ,       113.60,       112.90,-0.62,212.16
,DLF,EQ,       249.65,       248.05,-0.64,199.31
,WIPRO,EQ,       344.00,       337.95,-1.76,154.38
,M&M,EQ,       987.30,      1002.00,1.49,146.48
,HDIL,EQ,        60.30,        61.00,1.16,140.47
,RELINFRA,EQ,       426.65,       424.60,-0.48,139.46
,JPASSOCIAT,EQ,        82.30,        79.95,-2.86,136.42
,ADANIPORTS,EQ,       168.25,       167.60,-0.39,131.17
,TATASTEEL,EQ,       311.85,       315.35,1.12,129.54
,ABB,EQ,       659.40,       664.70,0.8,119.49
,BHARTIARTL,EQ,       315.55,       307.80,-2.46,116.41
,BAJAJ-AUTO,EQ,      1832.05,      1863.80,1.73,107.18
,ADANIENT,EQ,       235.35,       242.90,3.21,106.64

,Top Five CNX Nifty Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,MARUTI,EQ,      1742.25,      1708.70,1.96
,BAJAJ-AUTO,EQ,      1863.80,      1832.05,1.73
,M&M,EQ,      1002.00,       987.30,1.49
,COALINDIA,EQ,       301.30,       297.50,1.28
,TATASTEEL,EQ,       315.35,       311.85,1.12

,Top Five CNX Nifty Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,RANBAXY,EQ,       443.60,       471.50,-5.92
,LUPIN,EQ,       768.35,       803.60,-4.39
,JPASSOCIAT,EQ,        79.95,        82.30,-2.86
,BHARTIARTL,EQ,       307.80,       315.55,-2.46
,ONGC,EQ,       332.70,       340.75,-2.36

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        31.05,                   601410.40,19316
,3IINFOTECH,EQ,         5.65,                  3437525.55,593578
,3MINDIA,EQ,      3735.60,                  1348262.85,359
,A2ZMES,BE,        18.85,                   456484.85,23928
,AANJANEYA,EQ,        74.30,                  2564846.80,34402
,AARTIDRUGS,EQ,       223.40,                 16657179.70,74340
,AARTIIND,EQ,        94.15,                  2979242.45,31393
,AARVEEDEN,EQ,        34.50,                    36036.25,1050
,ABAN,EQ,       324.50,                 77052510.30,235381
,ABB,EQ,       664.70,               1194870207.85,1820594
,ABBOTINDIA,EQ,      1424.80,                   964143.55,675
,ABCIL,EQ,        84.15,                   888319.05,10693
,ABGSHIP,EQ,       306.30,                  1896596.75,6141
,ACCELYA,EQ,       465.80,                  2399450.90,5200
,ACE,EQ,        14.05,                  1107362.45,78078
,ACROPETAL,EQ,         6.50,                   210025.10,32103
,ADANIPOWER,EQ,        54.10,                284858988.55,5384960
,ADFFOODS,EQ,        50.70,                   122144.65,2413
,ADHUNIK,EQ,        28.15,                  1833449.45,64651
,ADORWELD,EQ,       124.30,                   912364.40,7273
,ADSL,BE,        10.45,                    59668.20,5778
,ADVANTA,EQ,       775.50,                  1178202.90,1504
,AEGISCHEM,EQ,       160.70,                  1421908.15,8770
,AFL,EQ,        25.35,                    89518.90,3538
,AFTEK,EQ,         5.15,                   421912.20,81585
,AGCNET,EQ,        94.35,                  8659766.55,89814
,AGRODUTCH,EQ,         2.45,                    11112.15,4686
,AHLUCONT,BE,        32.50,                   139203.50,4286
,AHLWEST,EQ,       109.30,                    27381.00,250
,AHMEDFORGE,EQ,       105.35,                  5690691.95,53151
,AIAENG,EQ,       290.00,                   685984.35,2364
,AIL,EQ,       384.80,                 50860729.35,131877
,AJANTPHARM,EQ,       939.60,                 55332415.15,58303
,AJMERA,EQ,        97.10,                   120009.05,1227
,AKSHOPTFBR,EQ,        16.00,                  1226479.00,76995
,AKZOINDIA,EQ,      1034.50,                 25677894.35,24420
,ALBK,EQ,       129.70,                318200669.40,2436767
,ALCHEM,EQ,        45.30,                   206653.00,4543
,ALEMBICLTD,EQ,        20.00,                  1836351.95,91063
,ALKALI,EQ,        20.35,                   114604.10,5606
,ALKYLAMINE,EQ,       143.60,                    96252.30,666
,ALLCARGO,EQ,       114.55,                   471838.20,4121
,ALOKTEXT,EQ,         9.00,                 78639679.85,8647538
,ALPA,EQ,         7.00,                     8785.00,1200
,ALPHAGEO,EQ,        34.40,                    26756.40,772
,ALPSINDUS,BE,         1.45,                     3044.80,2120
,ALSTOMT&D,EQ,       174.00,                  8369623.75,47984
,AMAR,EQ,        12.95,                   416448.25,32118
,AMARAJABAT,EQ,       250.40,                129219392.85,511641
,AMBIKCO,EQ,       203.30,                    17708.30,87
,AMDIND,EQ,        10.00,                     2052.00,207
,AMRUTANJAN,EQ,       136.95,                  1150374.00,8292
,AMTEKAUTO,EQ,        85.65,                 24222037.55,281253
,AMTEKINDIA,EQ,        94.50,                 73556250.75,767845
,ANANTRAJ,EQ,        78.20,                173200315.25,2225485
,ANDHRABANK,EQ,        92.45,                103277446.10,1110955
,ANDHRACEMT,EQ,         7.20,                    34955.80,4868
,ANDHRSUGAR,EQ,       133.00,                   549250.65,4107
,ANIKINDS,EQ,        23.60,                  1641277.70,68325
,ANKITMETAL,EQ,        13.80,                    37233.90,2700
,ANKURDRUGS,EQ,         7.75,                    58020.70,7254
,ANSALAPI,EQ,        25.50,                 10380615.55,406876
,ANSALHSG,EQ,        17.20,                   205000.35,11744
,ANTGRAPHIC,EQ,          .25,                    50593.55,202364
,APARINDS,EQ,       127.75,                  1603577.30,12447
,APCOTEXIND,EQ,       256.90,                   993974.65,3817
,APLAPOLLO,EQ,       175.90,                    90632.30,515
,APLLTD,EQ,       130.40,                 39701335.55,304336
