symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-09-03,1191.95,1159.50,0.0276,0.0238,,0.4585
ADANIPORTS,2015-09-03,339.40,334.55,0.0144,0.0299,,0.5579
BEL,2015-09-03,3301.05,3274.95,0.0079,0.0329,,0.6114
BOSCHLTD,2015-09-03,22157.75,22427.55,-0.0121,0.0227,,0.4241
CUMMINSIND,2015-09-03,1070.00,1065.95,0.0038,0.0335,,0.6209
DLF,2015-09-03,120.60,109.70,0.0947,0.0618,,1.2284
HINDALCO,2015-09-03,77.20,74.35,0.0376,0.0316,,0.6114
INDHOTEL,2015-09-03,86.75,87.20,-0.0052,0.0146,,0.2713
LT,2015-09-03,1568.80,1527.65,0.0266,0.0192,,0.3764
MANAPPURAM,2015-09-03,22.80,22.45,0.0155,0.0282,,0.5273
MARUTI,2015-09-03,4143.25,4030.00,0.0277,0.0185,,0.3668
PGEL,2015-09-03,149.40,146.85,0.0172,0.0770,,1.4291
SBIN,2015-09-03,232.25,230.55,0.0073,0.0305,,0.5655
SUZLON,2015-09-03,22.00,21.45,0.0253,0.0407,,0.7623
TRENT,2015-09-03,1245.30,1245.10,0.0002,0.0224,,0.4146
