symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2021-05-31,1588.75,1600.00,1730.00,1600.00,1649.00,1668.85,1683.96,1174066,19770.84,59514,195006,16.61
ADANIPORTS,EQ,2021-05-31,776.15,779.95,779.95,761.70,769.15,769.55,767.59,7820165,60026.87,135951,1691964,21.64
BEL,EQ,2021-05-31,144.85,145.55,146.20,143.70,145.15,145.40,145.04,9687062,14050.30,42201,3574989,36.90
BOSCHLTD,EQ,2021-05-31,15104.45,15133.00,15440.00,15005.10,15253.00,15256.50,15275.45,46291,7071.16,11653,12521,27.05
CUMMINSIND,EQ,2021-05-31,791.05,789.50,794.80,777.50,786.55,786.90,786.37,1417432,11146.24,32336,448867,31.67
DIXON,EQ,2021-05-31,3996.65,4019.95,4050.00,3950.45,4030.95,4028.80,4013.59,184225,7394.03,26360,93744,50.89
DLF,EQ,2021-05-31,286.30,286.30,290.65,284.30,288.60,288.45,288.31,9776560,28186.34,57578,1143988,11.70
DMART,EQ,2021-05-31,3022.10,3042.50,3085.00,3025.00,3070.00,3069.40,3058.53,318681,9746.94,22591,106200,33.32
HAL,EQ,2021-05-31,1029.70,1030.00,1030.95,1010.10,1021.80,1020.55,1018.72,119851,1220.95,6206,55589,46.38
HINDALCO,EQ,2021-05-31,387.75,391.55,395.40,388.00,394.20,394.25,391.71,13703439,53677.84,117396,2022588,14.76
INDHOTEL,EQ,2021-05-31,133.20,133.60,140.50,132.00,139.30,139.30,138.63,9934150,13771.79,73083,4312707,43.41
INDIGO,EQ,2021-05-31,1776.10,1792.00,1831.15,1732.00,1750.00,1758.90,1763.70,1491987,26314.24,53055,286498,19.20
LT,EQ,2021-05-31,1478.10,1472.30,1476.00,1457.55,1472.30,1467.70,1466.55,2405318,35275.31,83485,1126721,46.84
MANAPPURAM,EQ,2021-05-31,156.30,157.00,163.50,156.35,163.05,162.90,161.18,11514738,18559.75,62215,4299277,37.34
MARUTI,EQ,2021-05-31,6970.00,6955.00,7100.00,6924.05,7075.05,7086.30,7046.96,718277,50616.72,63467,322432,44.89
PGEL,EQ,2021-05-31,412.05,424.05,428.95,405.30,414.00,408.75,417.12,81588,340.32,1566,62430,76.52
SBIN,EQ,2021-05-31,422.05,421.00,426.00,418.00,424.50,424.35,422.90,38291043,161934.58,275082,6360521,16.61
SUZLON,EQ,2021-05-31,5.70,5.70,5.80,5.65,5.65,5.70,5.73,21102819,1209.58,22912,12430831,58.91
TRENT,EQ,2021-05-31,826.60,832.00,856.80,824.60,856.75,851.65,847.47,1296401,10986.59,34206,289751,22.35
