symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-09-17,442885,142452,32.16
BEL,EQ,2009-09-17,35505,27692,77.99
BOSCHLTD,EQ,2009-09-17,2397,1487,62.04
CUMMINSIND,EQ,2009-09-17,370783,144673,39.02
DLF,EQ,2009-09-17,9855181,1868271,18.96
HINDALCO,EQ,2009-09-17,25905479,6868433,26.51
INDHOTEL,EQ,2009-09-17,16228052,7163289,44.14
INDHOTEL,N4,2009-09-17,15735,2946,18.72
LT,EQ,2009-09-17,1289430,471994,36.60
MARUTI,EQ,2009-09-17,1076504,490350,45.55
SBIN,EQ,2009-09-17,3146790,1361848,43.28
SUZLON,EQ,2009-09-17,34674687,6876435,19.83
TRENT,EQ,2009-09-17,14821,7007,47.28
TRENT,N1,2009-09-17,1,1,100.00
TRENT,W1,2009-09-17,1032,1025,99.32
