symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2024-04-12,6752.80,6641.50,0.0166,0.0200,0.0199,0.3802
ADANIPORTS,2024-04-12,1344.20,1352.30,-0.0060,0.0244,0.0243,0.4643
BEL,2024-04-12,233.50,228.75,0.0206,0.0193,0.0193,0.3687
BOSCHLTD,2024-04-12,29849.55,29794.70,0.0018,0.0143,0.0143,0.2732
CUMMINSIND,2024-04-12,3060.20,3000.95,0.0196,0.0169,0.0169,0.3229
DIXON,2024-04-12,7845.45,7828.10,0.0022,0.0214,0.0214,0.4088
DLF,2024-04-12,908.60,911.15,-0.0028,0.0196,0.0196,0.3745
DMART,2024-04-12,4765.10,4754.00,0.0023,0.0149,0.0149,0.2847
HAL,2024-04-12,3638.10,3565.40,0.0202,0.0202,0.0202,0.3859
HINDALCO,2024-04-12,598.60,602.95,-0.0072,0.0204,0.0204,0.3897
INDHOTEL,2024-04-12,607.45,596.45,0.0183,0.0180,0.0180,0.3439
INDIGO,2024-04-12,3693.25,3795.35,-0.0273,0.0178,0.0179,0.3420
LT,2024-04-12,3679.20,3753.25,-0.0199,0.0139,0.0139,0.2656
MANAPPURAM,2024-04-12,195.90,195.20,0.0036,0.0248,0.0248,0.4738
MARUTI,2024-04-12,12266.80,12682.70,-0.0333,0.0132,0.0134,0.2560
PAYTM,2024-04-12,391.60,400.55,-0.0226,0.0383,0.0383,0.7317
PGEL,2024-04-12,1837.25,1801.80,0.0195,0.0272,0.0271,0.5177
SBIN,2024-04-12,766.35,779.05,-0.0164,0.0149,0.0149,0.2847
SUZLON,2024-04-12,42.15,42.15,0.0000,0.0342,0.0341,0.6515
TRENT,2024-04-12,4054.10,4021.25,0.0081,0.0209,0.0208,0.3974
